smiles,file,smiles.1,file.1,smiles.2,file.2,smiles.3,file.3,smiles.4,file.4
CC(C)(C)c1ccccc1,"train_smiles_ESOL_rf_[0, 2]_0.csv",O=C1NC(=O)NC(=O)C1(CC=C)CC=C,"train_smiles_ESOL_rf_[0, 2]_1.csv",Nc1cc[nH]c(=O)n1 ,"train_smiles_ESOL_rf_[0, 2]_2.csv",CCCCCCCCCC(=O)OCC,"train_smiles_ESOL_rf_[0, 2]_3.csv",CCCCC=C,"train_smiles_ESOL_rf_[0, 2]_4.csv"
CC(C)Cc1ccccc1,"train_smiles_ESOL_rf_[0, 2]_0.csv",C=C,"train_smiles_ESOL_rf_[0, 2]_1.csv",Nc1cccc2ccccc12,"train_smiles_ESOL_rf_[0, 2]_2.csv",C1c2ccccc2c3ccccc13,"train_smiles_ESOL_rf_[0, 2]_3.csv",ClC(Cl)C(c1ccc(Cl)cc1)c2ccccc2Cl ,"train_smiles_ESOL_rf_[0, 2]_4.csv"
COc2ncc1nccnc1n2,"train_smiles_ESOL_rf_[0, 2]_0.csv",CCC1(C(=O)NC(=O)NC1=O)c2ccccc2 ,"train_smiles_ESOL_rf_[0, 2]_1.csv",OCC3OC(OCC2OC(OC(C#N)c1ccccc1)C(O)C(O)C2O)C(O)C(O)C3O ,"train_smiles_ESOL_rf_[0, 2]_2.csv",C1CCC=CC1,"train_smiles_ESOL_rf_[0, 2]_3.csv",CCCN(=O)=O,"train_smiles_ESOL_rf_[0, 2]_4.csv"
CC(=O)Nc1ccc(cc1)N(=O)=O,"train_smiles_ESOL_rf_[0, 2]_0.csv",CCCCCCC(C)O,"train_smiles_ESOL_rf_[0, 2]_1.csv",Cc1cc2c3ccccc3ccc2c4ccccc14,"train_smiles_ESOL_rf_[0, 2]_2.csv",Clc1ccc(c(Cl)c1Cl)c2ccc(Cl)c(Cl)c2Cl ,"train_smiles_ESOL_rf_[0, 2]_3.csv",CCCC=C(CC)C=O,"train_smiles_ESOL_rf_[0, 2]_4.csv"
O=C1NC(=O)NC(=O)C1(CC)C(C)CCC,"train_smiles_ESOL_rf_[0, 2]_0.csv",Cc1ccc(cc1)N(=O)=O,"train_smiles_ESOL_rf_[0, 2]_1.csv",Nc1cccc(c1)N(=O)=O,"train_smiles_ESOL_rf_[0, 2]_2.csv",c1ccc2c(c1)sc3ccccc23,"train_smiles_ESOL_rf_[0, 2]_3.csv",Fc1c[nH]c(=O)[nH]c1=O ,"train_smiles_ESOL_rf_[0, 2]_4.csv"
Oc2ccc1ncccc1c2 ,"train_smiles_ESOL_rf_[0, 2]_0.csv",CC23Cc1cnoc1C=C2CCC4C3CCC5(C)C4CCC5(O)C#C,"train_smiles_ESOL_rf_[0, 2]_1.csv",CCCCCCO,"train_smiles_ESOL_rf_[0, 2]_2.csv",O=C(Nc1ccccc1)Nc2ccccc2,"train_smiles_ESOL_rf_[0, 2]_3.csv",CCN2c1ccccc1N(C)C(=O)c3cccnc23 ,"train_smiles_ESOL_rf_[0, 2]_4.csv"
CCOP(=S)(OCC)Oc1ccc(cc1)S(C)=O ,"train_smiles_ESOL_rf_[0, 2]_0.csv",NC(=S)Nc1ccccc1,"train_smiles_ESOL_rf_[0, 2]_1.csv",CC2(C)C1CCC(C)(C1)C2=O,"train_smiles_ESOL_rf_[0, 2]_2.csv",CSc1nnc(c(=O)n1N)C(C)(C)C,"train_smiles_ESOL_rf_[0, 2]_3.csv",CCC(=O)C,"train_smiles_ESOL_rf_[0, 2]_4.csv"
CC12CC(O)C3C(CCC4=CC(=O)C=CC34C)C2CCC1(O)C(=O)CO,"train_smiles_ESOL_rf_[0, 2]_0.csv",ClCBr,"train_smiles_ESOL_rf_[0, 2]_1.csv",Clc1ccc(cc1)c2cccc(Cl)c2Cl ,"train_smiles_ESOL_rf_[0, 2]_2.csv",Clc1c(Cl)c(Cl)c(N(=O)=O)c(Cl)c1Cl,"train_smiles_ESOL_rf_[0, 2]_3.csv",CC(C)C1CCC(C)CC1O ,"train_smiles_ESOL_rf_[0, 2]_4.csv"
CCc1cccc2ccccc12,"train_smiles_ESOL_rf_[0, 2]_0.csv",c1ccccc1O,"train_smiles_ESOL_rf_[0, 2]_1.csv",CC1=C(SCCO1)C(=O)Nc2ccccc2,"train_smiles_ESOL_rf_[0, 2]_2.csv",O=Cc1ccco1,"train_smiles_ESOL_rf_[0, 2]_3.csv",CCCCCCCCO,"train_smiles_ESOL_rf_[0, 2]_4.csv"
Nc1nc[nH]n1,"train_smiles_ESOL_rf_[0, 2]_0.csv",O=C1NC(=O)NC(=O)C1(C)C,"train_smiles_ESOL_rf_[0, 2]_1.csv",O=N(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,"train_smiles_ESOL_rf_[0, 2]_2.csv",COC(=O)C,"train_smiles_ESOL_rf_[0, 2]_3.csv",CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)C=CC1(C)C2C(O)CC34C ,"train_smiles_ESOL_rf_[0, 2]_4.csv"
Brc1cc(Br)c(Br)cc1Br,"train_smiles_ESOL_rf_[0, 2]_0.csv",CCCC(=O)OC,"train_smiles_ESOL_rf_[0, 2]_1.csv",COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C,"train_smiles_ESOL_rf_[0, 2]_2.csv",CNC(=O)Oc1cccc(N=CN(C)C)c1,"train_smiles_ESOL_rf_[0, 2]_3.csv",CCCCOC(=O)CCCCCCCCC(=O)OCCCC,"train_smiles_ESOL_rf_[0, 2]_4.csv"
Oc1ccc(Cl)cc1Cl,"train_smiles_ESOL_rf_[0, 2]_0.csv",CCCCCC(=O)C,"train_smiles_ESOL_rf_[0, 2]_1.csv",CC(=O)c1ccccc1,"train_smiles_ESOL_rf_[0, 2]_2.csv",CCSC(=O)N(CC)C1CCCCC1 ,"train_smiles_ESOL_rf_[0, 2]_3.csv",c1cc2ccc3ccc4ccc5ccc6ccc1c7c2c3c4c5c67,"train_smiles_ESOL_rf_[0, 2]_4.csv"
ClC(Cl)C(c1ccc(Cl)cc1)c2ccccc2Cl ,"train_smiles_ESOL_rf_[0, 2]_0.csv",Brc1ccc(I)cc1,"train_smiles_ESOL_rf_[0, 2]_1.csv",O=C1N(COC(=O)C)C(=O)C(N1)(c2ccccc2)c3ccccc3,"train_smiles_ESOL_rf_[0, 2]_2.csv",O=C2NC(=O)C1(CCCC1)C(=O)N2,"train_smiles_ESOL_rf_[0, 2]_3.csv",BrCBr,"train_smiles_ESOL_rf_[0, 2]_4.csv"
O(c1ccccc1)c2ccccc2,"train_smiles_ESOL_rf_[0, 2]_0.csv",CCCCOc1ccc(C(=O)OCC)c(c1)N(CC)CC ,"train_smiles_ESOL_rf_[0, 2]_1.csv",CN(C)C(=O)C,"train_smiles_ESOL_rf_[0, 2]_2.csv",Oc1cc(Cl)cc(Cl)c1Cl,"train_smiles_ESOL_rf_[0, 2]_3.csv",Cc1ccc2c(ccc3ccccc32)c1,"train_smiles_ESOL_rf_[0, 2]_4.csv"
CCN2c1nc(C)cc(C)c1NC(=O)c3cccnc23 ,"train_smiles_ESOL_rf_[0, 2]_0.csv",c2ccc1[nH]nnc1c2,"train_smiles_ESOL_rf_[0, 2]_1.csv",CC(C)(C)c1ccccc1,"train_smiles_ESOL_rf_[0, 2]_2.csv",C1OC1c2ccccc2 ,"train_smiles_ESOL_rf_[0, 2]_3.csv",ClCCCl,"train_smiles_ESOL_rf_[0, 2]_4.csv"
CCCOC(=O)c1ccc(N)cc1,"train_smiles_ESOL_rf_[0, 2]_0.csv",CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,"train_smiles_ESOL_rf_[0, 2]_1.csv",CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,"train_smiles_ESOL_rf_[0, 2]_2.csv",Cc1cccc2c1ccc3ccccc32,"train_smiles_ESOL_rf_[0, 2]_3.csv",CCCCCCCBr,"train_smiles_ESOL_rf_[0, 2]_4.csv"
CCCC=C,"train_smiles_ESOL_rf_[0, 2]_0.csv",CC34CC(=O)C1C(CCC2=CC(=O)CCC12C)C3CCC4(=O) ,"train_smiles_ESOL_rf_[0, 2]_1.csv",C1CCCCCC1,"train_smiles_ESOL_rf_[0, 2]_2.csv",CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n2cncn2,"train_smiles_ESOL_rf_[0, 2]_3.csv",CCOc1ccc(cc1)C(C)(C)COCc3cccc(Oc2ccccc2)c3,"train_smiles_ESOL_rf_[0, 2]_4.csv"
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n2cncn2,"train_smiles_ESOL_rf_[0, 2]_0.csv",CCC(C)(C)CC,"train_smiles_ESOL_rf_[0, 2]_1.csv",Cc1cc(cc(N(=O)=O)c1O)N(=O)=O,"train_smiles_ESOL_rf_[0, 2]_2.csv",O=c1[nH]cnc2[nH]ncc12 ,"train_smiles_ESOL_rf_[0, 2]_3.csv",CCC(C)(C)CC,"train_smiles_ESOL_rf_[0, 2]_4.csv"
CC(O)C(C)(C)C,"train_smiles_ESOL_rf_[0, 2]_0.csv",CCCCCCCC(=O)C,"train_smiles_ESOL_rf_[0, 2]_1.csv",O=C1NC(=O)NC(=O)C1(CC)C(C)CC,"train_smiles_ESOL_rf_[0, 2]_2.csv",CCCCCCCC#C,"train_smiles_ESOL_rf_[0, 2]_3.csv",CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,"train_smiles_ESOL_rf_[0, 2]_4.csv"
CCCC(O)CC,"train_smiles_ESOL_rf_[0, 2]_0.csv",Nc1nc(O)nc2nc[nH]c12 ,"train_smiles_ESOL_rf_[0, 2]_1.csv",C=CCCC=C,"train_smiles_ESOL_rf_[0, 2]_2.csv",O=C1NC(=O)NC(=O)C1(C(C)C)CC=C(C)C,"train_smiles_ESOL_rf_[0, 2]_3.csv",OC(c1ccc(Cl)cc1)(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,"train_smiles_ESOL_rf_[0, 2]_4.csv"
CN2C(=O)CN=C(c1ccccc1)c3cc(ccc23)N(=O)=O,"train_smiles_ESOL_rf_[0, 2]_0.csv",CCCCCC(C)(C)O,"train_smiles_ESOL_rf_[0, 2]_1.csv",CC(C)N(C(=O)CCl)c1ccccc1 ,"train_smiles_ESOL_rf_[0, 2]_2.csv",CCSC(=O)N(CC(C)C)CC(C)C,"train_smiles_ESOL_rf_[0, 2]_3.csv",CC=C(C)C,"train_smiles_ESOL_rf_[0, 2]_4.csv"
O=C(Nc1ccccc1)Nc2ccccc2,"train_smiles_ESOL_rf_[0, 2]_0.csv",c1ccc2cc3ccccc3cc2c1,"train_smiles_ESOL_rf_[0, 2]_1.csv",Cc1c[nH]c(=O)[nH]c1=O ,"train_smiles_ESOL_rf_[0, 2]_2.csv",CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1C(=O)CO,"train_smiles_ESOL_rf_[0, 2]_3.csv",CN1CC(O)N(C1=O)c2nnc(s2)C(C)(C)C,"train_smiles_ESOL_rf_[0, 2]_4.csv"
CCCN(CCC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,"train_smiles_ESOL_rf_[0, 2]_0.csv",COc1ccccc1N(=O)=O,"train_smiles_ESOL_rf_[0, 2]_1.csv",CC(C)CC(C)C,"train_smiles_ESOL_rf_[0, 2]_2.csv",CCc1cccc(C)c1N(C(C)COC)C(=O)CCl ,"train_smiles_ESOL_rf_[0, 2]_3.csv",CC(C)CBr,"train_smiles_ESOL_rf_[0, 2]_4.csv"
CON(C)C(=O)Nc1ccc(Br)c(Cl)c1,"train_smiles_ESOL_rf_[0, 2]_0.csv",OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O,"train_smiles_ESOL_rf_[0, 2]_1.csv",OCC1OC(O)(CO)C(O)C1O,"train_smiles_ESOL_rf_[0, 2]_2.csv",Clc2c(Cl)c(Cl)c(c1ccccc1)c(Cl)c2Cl ,"train_smiles_ESOL_rf_[0, 2]_3.csv",CC(C)(C)CCO,"train_smiles_ESOL_rf_[0, 2]_4.csv"
C=CC#N,"train_smiles_ESOL_rf_[0, 2]_0.csv",O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3,"train_smiles_ESOL_rf_[0, 2]_1.csv",NC(=O)N,"train_smiles_ESOL_rf_[0, 2]_2.csv",Clc1cccc(c1)N(=O)=O,"train_smiles_ESOL_rf_[0, 2]_3.csv",CC(C)C=C,"train_smiles_ESOL_rf_[0, 2]_4.csv"
CN(C)C(=O)Oc1nc(nc(C)c1C)N(C)C,"train_smiles_ESOL_rf_[0, 2]_0.csv",CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O,"train_smiles_ESOL_rf_[0, 2]_1.csv",CC#C,"train_smiles_ESOL_rf_[0, 2]_2.csv",OCC1OC(CO)(OC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C1O,"train_smiles_ESOL_rf_[0, 2]_3.csv",CCCC(=O)CCC,"train_smiles_ESOL_rf_[0, 2]_4.csv"
CCC(C)O,"train_smiles_ESOL_rf_[0, 2]_0.csv",Oc2ccc1ncccc1c2 ,"train_smiles_ESOL_rf_[0, 2]_1.csv",O=C1NC(=O)NC(=O)C1(C(C)C)CC=C(C)C,"train_smiles_ESOL_rf_[0, 2]_2.csv",CC(=O)Nc1ccc(Cl)cc1,"train_smiles_ESOL_rf_[0, 2]_3.csv",COc1ncnc2nccnc12 ,"train_smiles_ESOL_rf_[0, 2]_4.csv"
CC(Cl)CCl,"train_smiles_ESOL_rf_[0, 2]_0.csv",CCOC(=O)Nc2cccc(OC(=O)Nc1ccccc1)c2 ,"train_smiles_ESOL_rf_[0, 2]_1.csv",N(c1ccccc1)c2ccccc2,"train_smiles_ESOL_rf_[0, 2]_2.csv",Oc1ccc2ccccc2c1,"train_smiles_ESOL_rf_[0, 2]_3.csv",C1CC=CC1,"train_smiles_ESOL_rf_[0, 2]_4.csv"
O=C2CN(N=Cc1ccc(o1)N(=O)=O)C(=O)N2 ,"train_smiles_ESOL_rf_[0, 2]_0.csv",Nc3nc(N)c2nc(c1ccccc1)c(N)nc2n3,"train_smiles_ESOL_rf_[0, 2]_1.csv",Cc1ccc2cc(C)ccc2c1,"train_smiles_ESOL_rf_[0, 2]_2.csv",ClC(Cl)C(Cl)(Cl)Cl,"train_smiles_ESOL_rf_[0, 2]_3.csv",c1c(OC)c(OC)C2C(=O)OCC2c1,"train_smiles_ESOL_rf_[0, 2]_4.csv"
CCC#CCC,"train_smiles_ESOL_rf_[0, 2]_0.csv",CN2C(=O)CN=C(c1ccccc1)c3cc(ccc23)N(=O)=O,"train_smiles_ESOL_rf_[0, 2]_1.csv",COC(=O)c1ccc(O)cc1,"train_smiles_ESOL_rf_[0, 2]_2.csv",CCCCC(O)CC,"train_smiles_ESOL_rf_[0, 2]_3.csv",Oc2ncc1nccnc1n2,"train_smiles_ESOL_rf_[0, 2]_4.csv"
c2c(C)cc1nc(C)ccc1c2 ,"train_smiles_ESOL_rf_[0, 2]_0.csv",C=CCC=C,"train_smiles_ESOL_rf_[0, 2]_1.csv",C(c1ccccc1)c2ccccc2,"train_smiles_ESOL_rf_[0, 2]_2.csv",O=C1CCCN1,"train_smiles_ESOL_rf_[0, 2]_3.csv",OC1CCCCC1,"train_smiles_ESOL_rf_[0, 2]_4.csv"
Oc1c(Cl)ccc(Cl)c1Cl,"train_smiles_ESOL_rf_[0, 2]_0.csv",CC1CCCC1,"train_smiles_ESOL_rf_[0, 2]_1.csv",C1CCC2CCCCC2C1,"train_smiles_ESOL_rf_[0, 2]_2.csv",CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc2cccc(Oc3ccccc3)c2,"train_smiles_ESOL_rf_[0, 2]_3.csv",CCOC(C)OCC,"train_smiles_ESOL_rf_[0, 2]_4.csv"
CCC2NC(=O)c1cc(c(Cl)cc1N2)S(N)(=O)=O,"train_smiles_ESOL_rf_[0, 2]_0.csv",Clc1ccc(c(Cl)c1Cl)c2c(Cl)cc(Cl)c(Cl)c2Cl ,"train_smiles_ESOL_rf_[0, 2]_1.csv",O=C1NC(=O)NC(=O)C1(CC)CC,"train_smiles_ESOL_rf_[0, 2]_2.csv",CCCCCCC(C)O,"train_smiles_ESOL_rf_[0, 2]_3.csv",CC1CCCCC1NC(=O)Nc2ccccc2,"train_smiles_ESOL_rf_[0, 2]_4.csv"
c1(O)cc(O)ccc1CCCCCC,"train_smiles_ESOL_rf_[0, 2]_0.csv",Clc1ccc(cc1)N(=O)=O,"train_smiles_ESOL_rf_[0, 2]_1.csv",CBr,"train_smiles_ESOL_rf_[0, 2]_2.csv",CCCC,"train_smiles_ESOL_rf_[0, 2]_3.csv",CC(C)C1CCC(C)CC1=O,"train_smiles_ESOL_rf_[0, 2]_4.csv"
Cc1cncc(C)c1,"train_smiles_ESOL_rf_[0, 2]_0.csv",CCCCC(CC)C=O,"train_smiles_ESOL_rf_[0, 2]_1.csv",c2ccc1NCCc1c2 ,"train_smiles_ESOL_rf_[0, 2]_2.csv",Cn2c(=O)n(C)c1ncn(CC(O)CO)c1c2=O,"train_smiles_ESOL_rf_[0, 2]_3.csv",CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,"train_smiles_ESOL_rf_[0, 2]_4.csv"
O=C1NC(=O)NC(=O)C1(C)CC=C,"train_smiles_ESOL_rf_[0, 2]_0.csv",Clc1ccc(cc1)c2cccc(Cl)c2Cl ,"train_smiles_ESOL_rf_[0, 2]_1.csv",Clc1cc(Cl)c(cc1Cl)c2cc(Cl)c(Cl)cc2Cl ,"train_smiles_ESOL_rf_[0, 2]_2.csv",c2ccc1[nH]ccc1c2,"train_smiles_ESOL_rf_[0, 2]_3.csv",ClC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,"train_smiles_ESOL_rf_[0, 2]_4.csv"
O=N(=O)c1c(Cl)c(Cl)ccc1,"train_smiles_ESOL_rf_[0, 2]_0.csv",CCC(C)C(=O)OC2CC(C)C=C3C=CC(C)C(CCC1CC(O)CC(=O)O1)C23 ,"train_smiles_ESOL_rf_[0, 2]_1.csv",Cc1ccc(C)cc1,"train_smiles_ESOL_rf_[0, 2]_2.csv",CCSCC,"train_smiles_ESOL_rf_[0, 2]_3.csv",CCNc1nc(NC(C)C)nc(OC)n1,"train_smiles_ESOL_rf_[0, 2]_4.csv"
CCCC(=O)OC,"train_smiles_ESOL_rf_[0, 2]_0.csv",OC4=C(C1CCC(CC1)c2ccc(Cl)cc2)C(=O)c3ccccc3C4=O,"train_smiles_ESOL_rf_[0, 2]_1.csv",Oc1ccc(Cl)cc1,"train_smiles_ESOL_rf_[0, 2]_2.csv",CCCC(C)(COC(N)=O)COC(N)=O ,"train_smiles_ESOL_rf_[0, 2]_3.csv",CCCCCC(=O)OCC,"train_smiles_ESOL_rf_[0, 2]_4.csv"
Brc1ccc(Br)cc1,"train_smiles_ESOL_rf_[0, 2]_0.csv",NC(=O)c1ccccc1,"train_smiles_ESOL_rf_[0, 2]_1.csv",CC=CC=O,"train_smiles_ESOL_rf_[0, 2]_2.csv",COC(=O)c1cc(O)c(O)c(O)c1 ,"train_smiles_ESOL_rf_[0, 2]_3.csv",CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1C(=O)CO,"train_smiles_ESOL_rf_[0, 2]_4.csv"
CCCC1CCCC1,"train_smiles_ESOL_rf_[0, 2]_0.csv",O2c1ccccc1N(C)C(=O)c3cccnc23 ,"train_smiles_ESOL_rf_[0, 2]_1.csv",COc5cc4OCC3Oc2c1CC(Oc1ccc2C(=O)C3c4cc5OC)C(C)=C ,"train_smiles_ESOL_rf_[0, 2]_2.csv",CCCCCCC,"train_smiles_ESOL_rf_[0, 2]_3.csv",CCCCN(CC)C(=O)SCCC,"train_smiles_ESOL_rf_[0, 2]_4.csv"
NS(=O)(=O)c2cc1c(NCNS1(=O)=O)cc2Cl ,"train_smiles_ESOL_rf_[0, 2]_0.csv",CNC(=O)ON=C(SC)C(=O)N(C)C,"train_smiles_ESOL_rf_[0, 2]_1.csv",CCCCCCCCCC(C)O,"train_smiles_ESOL_rf_[0, 2]_2.csv",CCc1ccccn1,"train_smiles_ESOL_rf_[0, 2]_3.csv",Oc1ccncc1,"train_smiles_ESOL_rf_[0, 2]_4.csv"
CCN(CC)C(=O)CSc1ccc(Cl)nn1,"train_smiles_ESOL_rf_[0, 2]_0.csv",CCC1CCCCC1,"train_smiles_ESOL_rf_[0, 2]_1.csv",CC(C)CC(C)(C)C,"train_smiles_ESOL_rf_[0, 2]_2.csv",CCN2c1ccccc1N(C)C(=S)c3cccnc23 ,"train_smiles_ESOL_rf_[0, 2]_3.csv",CCOC(=O)Nc2cccc(OC(=O)Nc1ccccc1)c2 ,"train_smiles_ESOL_rf_[0, 2]_4.csv"
CN(C)C(=O)N(C)C ,"train_smiles_ESOL_rf_[0, 2]_0.csv",CCC(C)C,"train_smiles_ESOL_rf_[0, 2]_1.csv",CC(C)COC(=O)C,"train_smiles_ESOL_rf_[0, 2]_2.csv",c1c(OC)c(OC)C2C(=O)OCC2c1,"train_smiles_ESOL_rf_[0, 2]_3.csv",O=C2CN(N=Cc1ccc(o1)N(=O)=O)C(=O)N2 ,"train_smiles_ESOL_rf_[0, 2]_4.csv"
CN(C)C(=O)NC1CCCCCCC1,"train_smiles_ESOL_rf_[0, 2]_0.csv",COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,"train_smiles_ESOL_rf_[0, 2]_1.csv",CCOCC,"train_smiles_ESOL_rf_[0, 2]_2.csv",Oc1ccc(Cl)c(Cl)c1,"train_smiles_ESOL_rf_[0, 2]_3.csv",CCCCCCCCC(=O)C,"train_smiles_ESOL_rf_[0, 2]_4.csv"
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,"train_smiles_ESOL_rf_[0, 2]_0.csv",O2c1cc(C)ccc1N(C)C(=O)c3cc(N)cnc23 ,"train_smiles_ESOL_rf_[0, 2]_1.csv",COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl ,"train_smiles_ESOL_rf_[0, 2]_2.csv",C1CCOC1,"train_smiles_ESOL_rf_[0, 2]_3.csv",CCCCO,"train_smiles_ESOL_rf_[0, 2]_4.csv"
