,smiles,sim_score
2266,CCN(CC)C(=O)c1ccc([C@H](c2cccc(NC(=O)C3CC3)c2)N2CCN(CCOC)CC2)cc1,0.6125
875,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(CN2C[C@@H]3C[C@H]2CN3)ccc1Cl,0.6097560975609756
3762,CCN(CC)C(=O)c1ccc(C(c2cccc3cccnc23)N2CCNCC2)cc1,0.6012269938650306
74,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(CN2CC3CNCC(C2)O3)ccc1Cl,0.591715976331361
1374,CN(C)CC/C=C1\c2ccccc2Sc2ccc(Cl)cc21,0.569620253164557
3486,CNC(=O)c1cccc(NC(=O)Nc2cccc(C#N)c2)c1CN1CCC(Cc2ccc(F)cc2)CC1,0.5684210526315789
196,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,0.5671641791044776
1115,CNC(=O)c1cccc(O[C@@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)c1,0.5660377358490566
3174,CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc3cccc(O)c32)cc1,0.5645933014354066
913,CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)c(O)c1,0.5645933014354066
962,Cc1ccc(C(=O)N2CCC(C(=O)c3ccc(Cl)cc3)CC2)cc1,0.5620915032679739
2087,CCN(C)C(=O)c1ccc([C@H](c2cccc(NC(=O)C3CCC3)c2)N2CCN(Cc3cccnc3)CC2)cc1,0.5604395604395604
2279,Cc1cccc(C(=O)N2CCC(C(=O)c3ccc(F)cc3)CC2)c1,0.5584415584415584
1027,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21,0.556390977443609
4103,CCN(C(=O)NCc1ccc(F)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,0.5534591194968553
2473,O=C(N[C@H]1CN2CCC1CC2)c1ccc(Cl)cc1,0.5531914893617021
3497,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,0.5531914893617021
2331,CN(C(=O)c1ccncc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,0.55
2179,O=C(c1ccc(Cl)cc1)C1CCN(C(=O)c2ccc(F)cc2)CC1,0.547945205479452
1941,O=C(c1ccc(F)cc1)C1CCN(C(=O)c2ccc(F)cc2)CC1,0.547945205479452
2119,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,0.5434782608695652
1988,OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,0.5416666666666666
3379,Clc1ccc(C(c2ccccc2)N2CCNCC2)cc1,0.5413533834586466
3853,CCNC(=O)c1ccc(CN2CCC(c3ccc(C(=O)Nc4ccccc4N)cc3)CC2)cc1,0.5402298850574713
3423,CN(C)C(=O)c1ccc(CN2CCC(c3ccc(C(=O)Nc4ccccc4N)cc3)CC2)cc1,0.5402298850574713
1095,CCOC(=O)Nc1cccc([C@@H](c2ccc(C(=O)N3CCC3)cc2)N2CCN(Cc3cccnc3)CC2)c1,0.5380116959064327
2430,CS(=O)(=O)c1ccc(C(CCNC(=O)c2ccc(C#N)cc2)c2ccc(F)cc2)cc1,0.5375
2639,CC(c1ccccc1)N1Cc2ccccc2C1=O,0.5306122448979592
70,CNC(=O)c1ccc(CC(=O)N(C)C2CCN(Cc3ccc(C(F)(F)F)cc3)CC2)cc1,0.5301204819277109
184,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(CC2CCNCC2)ccc1Cl,0.5290322580645161
2769,O=C(c1ccc(F)cc1)C1CCN(C(=O)NCc2ccccc2)CC1,0.5256410256410257
1856,CNC(=O)c1ccc(CN2CCC(c3ccc(C(=O)Nc4ccccc4N)cc3)CC2)cc1,0.5232558139534884
2128,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(C2CCNCC2)ccc1Cl,0.5222929936305732
2411,CN1Cc2ccccc2C(c2ccc(Cl)cc2)C1,0.5211267605633803
1436,CN(C(=O)Cc1ccc(Cl)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,0.5157232704402516
3429,CNCCC=C1c2ccccc2CCc2ccccc21,0.5147058823529411
2618,Cc1ccc(C(=O)C2CCN(C(=O)c3ccc(C)cc3)CC2)cc1,0.5138888888888888
1499,Nc1ccccc1NC(=O)c1ccc(C2CCN(Cc3ccccc3)CC2)cc1,0.5088757396449705
2291,CCO/N=C(\c1ccc(Br)cc1)C1CCN(C2(C)CCN(C(=O)c3c(C)cc[n+]([O-])c3C)CC2)CC1,0.5077720207253886
778,C[C@H]1CN(C(=O)c2cc3c(C(=O)C(=O)N(C)C)cn(C)c3cc2Cl)[C@H](C)CN1Cc1ccc(F)cc1,0.5073170731707317
4154,Cc1nc(C(=O)N2CCCC3(CCN(Cc4ccc(Cl)cc4)CC3)C2)cs1,0.5053763440860215
745,COc1ccc(C(=O)C2CCN(C(=O)c3ccc(F)cc3)CC2)cc1,0.5032258064516129
609,CS(=O)(=O)c1ccccc1C(=O)NCC(O)CNC1CCN(Cc2ccc(Cl)c(Cl)c2)CC1,0.4943820224719101
220,Nc1ccccc1NC(=O)c1ccc(C2CCN(Cc3ccc(C(=O)NC4CC4)cc3)CC2)cc1,0.4942528735632184
1105,CCCN(CCC)C(=O)c1cccc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(OC)c2)c1,0.4942528735632184
308,CCOC(=O)Nc1cccc([C@@H](c2ccc(C(=O)N(C)CC)cc2)N2CCN(Cc3nc[nH]c3C)CC2)c1,0.4861878453038674
1594,CCOC(=O)Nc1cccc([C@@H](c2ccc(C(=O)N(C)CC)cc2)N2CCN(Cc3c[nH]c(C)n3)CC2)c1,0.4835164835164835
1560,O=C1CN(C(=O)c2ccccc2)C(c2ccccc2)c2cc(Cl)ccc2N1,0.48314606741573035
1132,O=S(=O)(NCC(c1ccccc1)N1CCCCCC1)c1ccc(Br)cc1,0.4810126582278481
1275,O=C(NCCCCc1ccccc1)c1ccccc1,0.4806201550387597
2780,CN(C(=O)NCc1ccccc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,0.48
1082,C[C@H](NC(=O)c1cccc2c1N(Cc1ccc(Cl)cc1)CC2)c1ccc(C(=O)O)cc1,0.4787234042553192
523,C[C@H]1CN(Cc2cc(Cl)ccc2CCC(=O)O)CCN1C(=O)Cc1ccccc1,0.4785276073619632
910,COc1ccc(C(=O)N2CCC(C(=O)c3ccc(F)cc3)CC2)cc1,0.4774193548387097
3599,COc1ccc(C(=O)NCCN2CCN(Cc3ccc(Cl)c(Cl)c3)CC2)cc1Cl,0.47560975609756095
3817,C[C@H]1CN(Cc2cc(Cl)ccc2CC(=O)O)CCN1C(=O)Cc1ccc(Cl)cc1,0.47560975609756095
3727,CN(C)CCC=C1c2ccccc2COc2ccccc21,0.47435897435897434
3376,COc1ccnc(NC2CCN(C(=O)c3ccc(Cl)cc3)CC2)c1,0.47337278106508873
2496,Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1,0.47058823529411764
406,C[C@@H](O)[C@H](NC(=O)c1ccc(C#Cc2ccc(CN3CCOCC3)cc2)cc1)C(=O)NO,0.46987951807228917
2287,CN1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,0.46875
92,CN(C)C(=O)c1ccc(CN2CCc3cc4nc(N)sc4cc3CC2)cc1,0.4685714285714286
4172,CN1CCCC1CCOC(C)(c1ccccc1)c1ccc(Cl)cc1,0.46835443037974683
4187,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,0.46706586826347307
3326,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@@H](c2ccc(F)cc2)c2ccc(S(C)(=O)=O)cc2)CC1,0.46706586826347307
503,CCN(C(=O)NCc1ccccc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,0.4666666666666667
4042,CN(C)C[C@H](O)Cc1ccc(Cl)c(C(=O)NCC23CC4CC(CC(C4)C2)C3)c1,0.46540880503144655
2048,Cc1nc(C(=O)N2CCOC3(CCN(Cc4ccc(Cl)cc4)CC3)C2)cs1,0.46534653465346537
2330,C[C@@H]1CN(Cc2ccc(F)cc2)CCN1C(=O)COc1ccc(Cl)cc1NC(N)=O,0.46511627906976744
3880,O=C(O)COc1ccc(Cl)cc1CN1CCC(S(=O)(=O)c2ccccc2)CC1,0.4642857142857143
567,CN1CCN(CC/C=C2/c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,0.4634146341463415
611,C[C@H](Oc1ccc(Cl)cc1CN1CCN(C(=O)Cc2ccc(Cl)cc2)[C@@H](C)C1)C(=O)O,0.45977011494252873
3520,C[C@@](O)(C(=O)Nc1ccc(C(=O)N2CCCCC2)cc1Cl)C(F)(F)F,0.45962732919254656
279,Cc1ccc(F)cc1S(=O)(=O)N[C@@H]1CCN(Cc2ccc(-c3ccccc3)cc2)C1,0.4588235294117647
705,C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc1ccc(Cl)cc1,0.4588235294117647
1064,Cc1ccccc1C(=O)NCC12CC3CC(CC(C3)C1)C2,0.4580152671755725
4003,O=S(=O)(NCC(c1ccccc1)N1CCCCCC1)c1cccc(Cl)c1,0.4567901234567901
2710,O=C(NCC12CC3CC(CC(C3)C1)C2)c1ccccc1Cl,0.45588235294117646
3029,O=C(NCC12CC3CC(CC(C3)C1)C2)c1ccccc1Br,0.45588235294117646
573,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,0.45454545454545453
3377,CN1CCN(C(=O)c2cccc(Cc3n[nH]c(=O)c4ccccc34)c2)CC1,0.45454545454545453
1657,O=C(Nc1ccc(Cl)c(Cl)c1)N1CCN(C[C@@H]2CCCN(Cc3ccccc3)C2)CC1,0.4539877300613497
3535,CN1CCC(NC(=O)c2ccc(Oc3ccc(C#C[C@]4(O)CN5CCC4CC5)cc3)cc2)CC1,0.4519774011299435
1453,O=C(Nc1ccccc1)c1ccc(OCCCN2CCCC2)cc1OCc1cccc(F)c1,0.4519774011299435
3550,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCCNCC1,0.4512820512820513
2239,C=CCN(C(=O)NCc1ccc(OC)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,0.45121951219512196
87,C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc1ccccc1,0.44970414201183434
1634,C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)C[C@@H](C)N1C(=O)Cc1ccccc1,0.44970414201183434
645,CNC(=O)c1ccc(Oc2ccc(C#C[C@]3(O)CN4CCC3CC4)cc2)cc1,0.4470588235294118
3937,C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc1cccc(Cl)c1,0.4470588235294118
2722,O=C(NCC12CC3CC(CC(C3)C1)C2)c1ccccc1,0.4462809917355372
1490,CCCN(CCC)C(=O)c1cccc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNC2Cc3ccccc3C2)c1,0.4457831325301205
3966,Cc1oc(CN2CCNCC2)cc1C(=O)NCC12CC3CC(CC(C3)C1)C2,0.4457831325301205
1806,Cc1sc(CN2CCNCC2)cc1C(=O)NCC12CC3CC(CC(C3)C1)C2,0.4457831325301205
527,Nc1ccccc1NC(=O)c1ccc(C2CCN(CCC(=O)Nc3ccccc3F)CC2)cc1,0.4444444444444444
2727,O=C(Nc1cccc(O)c1)c1ccc(OCCCN2CCCC2)cc1OCc1ccc(F)cc1,0.44324324324324327
3878,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@H](c2ccc(S(C)(=O)=O)cc2)c2cccc(F)c2)CC1,0.4418604651162791
1785,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@H](c2ccc(S(C)(=O)=O)cc2)c2cccc(Cl)c2)CC1,0.4418604651162791
2252,NC(=O)c1cccc(C[C@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)c1,0.4413793103448276
2211,NC(=O)c1cccc(C[C@@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)c1,0.4413793103448276
3236,O=C(NCCCN1CCCCC1)C(c1ccccc1)c1ccccc1,0.4411764705882353
2793,CN(C(=O)Cc1ccc(Cl)c(Cl)c1)C(CN1CCCC1)c1ccccc1,0.44047619047619047
3697,CN(C(=O)Cc1ccc(Cl)c(Cl)c1)[C@H](CN1CCCC1)c1ccccc1,0.44047619047619047
2519,CCN(C(=O)NCc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,0.44025157232704404
1868,Cc1nc(C(=O)N2CCCC3(CCN(Cc4ccccc4)CC3)C2)cs1,0.43820224719101125
3805,CCO/N=C(\c1ccc(Br)cc1)C1CCN(C2(C)CCN(C(=O)c3c(Cl)cncc3Cl)CC2)CC1,0.43820224719101125
3392,CN1c2ccccc2C(NCCCCCCC(=O)O)c2ccc(Cl)cc2S1(=O)=O,0.43617021276595747
3956,O=C1NC(c2ccc(Br)cc2)Nc2ccccc21,0.4358974358974359
1435,NC(=O)c1ccc(O[C@@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)c(F)c1,0.43529411764705883
1700,COC[C@@H](c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)C[C@@H]1C,0.43523316062176165
3177,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(OC2CCNCC2)ccc1Cl,0.43478260869565216
3914,Clc1ccccc1CNC[C@H]1CC[C@H](CNCc2ccccc2Cl)CC1,0.43283582089552236
2448,CCN(CC)C(=O)c1ccc2[nH]c(-c3cc(C)cc(C)c3)c(CCNCCCCc3ccncc3)c2c1,0.43243243243243246
4057,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(OCCCNCCCO)ccc1Cl,0.43209876543209874
1790,CNC(=O)C1(N2CCCCC2=O)CCN(CC[C@H](CN(C)C(=O)c2cc(C#N)cc3ccccc23)c2ccc(Cl)c(Cl)c2)CC1,0.431924882629108
3187,CN(C)C(=O)C1(N2CCCCC2=O)CCN(CC[C@H](CN(C)C(=O)c2cc(C#N)cc3ccccc23)c2ccc(Cl)c(Cl)c2)CC1,0.431924882629108
2513,CN1CCN(C(=O)c2cc3cc(F)ccc3[nH]2)CC1,0.43137254901960786
994,CCN1CCN(C(=O)c2cc3cc(Cl)ccc3[nH]2)CC1,0.43137254901960786
1142,CCN1CCN(C(=O)c2cc3cc(F)ccc3[nH]2)CC1,0.43137254901960786
1232,CN1CCN(C(=O)c2cc3cc(Cl)ccc3[nH]2)CC1,0.43137254901960786
474,CN1CCN(C(=O)c2cc3cc(Br)ccc3[nH]2)CC1,0.43137254901960786
198,O=C(O)COc1ccc(Cl)cc1CN1CCCN(S(=O)(=O)Cc2ccccc2)CC1,0.4311377245508982
3725,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(N2CCNCC2)ccc1Cl,0.43037974683544306
734,O=C(NCc1ccncc1)c1ccc(Oc2ccc(C#CC3(O)CN4CCC3CC4)cc2)cc1,0.43010752688172044
2550,O=C(NCc1ccncc1)c1ccc(Oc2ccc(C#C[C@]3(O)CN4CCC3CC4)cc2)cc1,0.43010752688172044
2406,O=C(NCc1ccncc1)c1ccc(Oc2ccc(C#C[C@@]3(O)CN4CCC3CC4)cc2)cc1,0.43010752688172044
1728,CNC(=O)c1ccc(Oc2ccc3c(c2)CCN(C2CCC2)CC3)nc1,0.4277456647398844
3179,COc1ccccc1CN1C(=O)c2ccccc2C1C(=O)NC1CCC(C)CC1,0.4270833333333333
723,C[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1C(=O)Cc1ccccc1Cl,0.42696629213483145
2504,O=C(O)COc1ccc(Cl)cc1CN1CCCN(S(=O)(=O)c2ccccc2)CC1,0.4260355029585799
1003,CCN(CC)CCNC(=O)c1ccc(N)cc1,0.4251968503937008
902,CC1(C)CCC(c2ccc(Cl)cc2)=C(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(N[C@H](CCN5CCOCC5)CSc5ccccc5)c(S(=O)(=O)C(F)(F)F)c4)cc3)CC2)C1,0.4251968503937008
369,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(O[C@H]2CCCNC2)ccc1Cl,0.42424242424242425
187,Cc1ccc(C(=O)C(C)CN2CCCCC2)cc1,0.42424242424242425
3970,CCC(=O)N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,0.42424242424242425
1972,O=C(Nc1cccc(O)c1)c1ccc(OCCCN2CCCC2)cc1OCc1cccc(F)c1,0.42328042328042326
2303,O=C(CC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)NC(c1ccc(F)cc1)c1ccc(=O)[nH]c1,0.4230769230769231
3601,CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1,0.4225352112676056
1019,O=S(=O)(NCC(c1ccccc1)N1CCCCCC1)c1cc(Cl)cc(Cl)c1,0.422360248447205
1035,O=C(Nc1ccccc1)c1ccc(OCCCN2CCCC2)cc1OCc1ccccc1F,0.4222222222222222
4060,O=C(c1ccc(F)cc1)C1CCN(C(=O)N2CCOCC2)CC1,0.42105263157894735
3427,O=C(O)COc1cccc(C(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1,0.42105263157894735
2325,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,0.4205128205128205
581,CCC[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1S(=O)(=O)c1ccccc1,0.42045454545454547
393,O=C(c1ccc(Cl)cc1)C1CCN(C(=O)C2CC2)CC1,0.42028985507246375
512,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccc(NC(C)=O)cc2)c2cccc(F)c2)CC1,0.4198895027624309
665,O=S(=O)(Cc1cc(Cl)cc(Cl)c1)NCC(c1ccccc1)N1CCCCCC1,0.41975308641975306
479,CN1CCCC1c1cccnc1,0.4195804195804196
2589,CC(C(=O)N1CCc2ccccc2C1)N1C(=O)c2ccccc2C1=O,0.4186046511627907
3815,Cc1ccsc1C(=CCCN1CCC[C@@H](C(=O)O)C1)c1sccc1C,0.4186046511627907
121,CN(C(=O)C1CCC1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,0.41830065359477125
3664,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(Cc2ccccc2)C1)C1CCCCC1,0.4177215189873418
3378,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCCN(Cc2ccccc2)C1)C1CCCCC1,0.4177215189873418
2813,COc1ccccc1N1CCN(CCCCNC(=O)c2ccc3ccccc3c2)CC1,0.4177215189873418
223,COc1ccccc1C(C#N)NC(=O)[C@@H]1CCCC[C@H]1C(=O)N1CCN(Cc2ccc(F)cc2)CC1,0.4175824175824176
1985,C[C@H]1CN(Cc2cc(Cl)ccc2CC(=O)O)CCN1S(=O)(=O)Cc1ccccc1,0.4171779141104294
13,CCCSc1ncccc1C(=O)N1CCCC1c1ccncc1,0.4166666666666667
2592,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(Cl)cc32)c1C,0.416289592760181
2506,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,0.416289592760181
981,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCN(Cc2ccccc2)C1)C1CCCCC1,0.41509433962264153
3578,O=S(=O)(NCC(c1ccccc1)N1CCCCCC1)c1ccc(F)c(Cl)c1,0.4146341463414634
3300,O=S(=O)(NCC(c1ccccc1)N1CCCCCC1)c1ccc(F)c(F)c1,0.4146341463414634
3807,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)N2CCN(c3cccc(F)c3)CC2)CC1,0.41450777202072536
1739,O=C1CN(C(=O)c2ccco2)C(c2ccccc2)c2cc(Cl)ccc2N1,0.41450777202072536
307,CC[C@H](NC(=O)c1c(CN(C)C)c(-c2ccccc2)nc2ccccc12)c1ccccc1,0.41450777202072536
864,O=C(NCc1ccnc2ccccc12)c1ccc(Oc2ccc(C#C[C@]3(O)CN4CCC3CC4)cc2)cc1,0.41450777202072536
617,O=C(O)c1cccc(CN2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1,0.41420118343195267
2270,NC(=O)c1cccc(N[C@@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)c1,0.41333333333333333
1211,O=C(CC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1)NC(c1ccc(F)cc1)c1c[nH]c(=O)c(Cl)c1,0.4131455399061033
3796,COc1cccc([C@@H](C)NCCCc2ccccc2Cl)c1,0.4129032258064516
3617,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,0.4126984126984127
1251,C=CCN(C(=O)Nc1ccccc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,0.4125
1379,CC(=O)Nc1ccc(CC(=O)N(C)C2CCN(Cc3ccc(C(F)(F)F)cc3)CC2)cc1,0.4125
215,O=C(NCCSCc1ccccc1)c1ccccc1,0.4122137404580153
3904,CC(C)N1CCC(N(C(=O)Cc2ccccc2)c2ccc(Cl)cc2)CC1,0.4121212121212121
1990,O=C(O)c1ccc(CN2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,0.4121212121212121
698,CC/C(=C(\c1ccccc1)c1ccc(/C=C/C(=O)O)cc1)c1ccccc1,0.4117647058823529
1448,CC[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1S(=O)(=O)c1ccccc1,0.4114285714285714
3084,COCCN1CCC(Cc2ccc(C(=O)NCc3cnc(C#N)nc3NCC(C)(C)C)cc2)CC1,0.41081081081081083
1704,O=C(NCc1ccccc1Cl)c1ccccc1Oc1ccccc1,0.4105960264900662
3760,CCC[C@@H](CN1CCCC1)N(C)C(=O)Cc1ccc(Cl)c(Cl)c1,0.4105960264900662
1343,COc1ccnc(NC2CCN(C(=O)c3ccccc3)CC2)c1,0.40993788819875776
4063,Clc1ccc(C2(c3ccc(-c4cn[nH]c4)cc3)CCNCC2)cc1,0.40993788819875776
2055,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)C2CCN(Cc3ccccc3)CC2)CC1,0.40963855421686746
124,CCN(C(=O)NCc1c(F)cccc1F)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,0.40963855421686746
761,O=C(O)c1cccc(C(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1,0.4090909090909091
52,O=C(O)CCC[C@@H]1c2ccccc2C[C@H]1NC(=O)c1cc2cc(F)ccc2[nH]1,0.4088397790055249
2980,CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3ccc(Cl)cc3)CC2)CC1,0.40816326530612246
3420,NC(=O)c1cccc(OC2CCN(Cc3ccccc3)CC2)c1,0.40789473684210525
4040,O=C(O)COc1ccc(Cl)cc1CN1CCN(S(=O)(=O)Cc2ccccc2)CC1,0.4074074074074074
3134,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(Cc2ccc(C(F)(F)F)cc2)CC1,0.40718562874251496
2537,CN(C(=O)Cc1ccc(S(C)(=O)=O)cc1F)C1CCN(Cc2ccc(C(F)(F)F)cc2)CC1,0.40641711229946526
635,Cc1cc(Cl)ccc1OC1CCN(C[C@H](O)CNC(=O)c2c[nH]c(=O)c3c(F)cccc23)CC1,0.4056603773584906
1574,O=S(=O)(Cc1ccccc1)NCC(c1ccccc1)N1CCCCCC1,0.40540540540540543
2424,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(C(=O)c2ccccc2)C1)C1CCCCC1,0.4050632911392405
3752,O=C(c1csc2c1CCCC2)N1CCCCC1,0.4046242774566474
3549,Oc1ccc2[nH]c(CN3CCC(Cc4ccc(F)cc4)CC3)nc2c1,0.4046242774566474
559,O=C(NC1CCCS(=O)(=O)C1)c1ccc(Oc2ccc(C#C[C@]3(O)CN4CCC3CC4)cc2)cc1,0.40425531914893614
3192,O=C(NCc1ccncn1)c1ccc(Oc2ccc(CCC3(O)CN4CCC3CC4)cc2)cc1,0.40414507772020725
