smiles,file,smiles.1,file.1,smiles.2,file.2,smiles.3,file.3,smiles.4,file.4
CC(NC(=O)c1c[nH]c2ncc(-c3nn(C)c4cc(Cl)ccc34)nc12)C(=O)N1CC(C#N)C1,"train_smiles_jak2_pic50_rf_[0, 4]_0.csv",N#CC1CCCCC1n1cc(C(N)=O)c(Nc2ccc(C(O)C(F)F)nc2)n1,"train_smiles_jak2_pic50_rf_[0, 4]_1.csv",CNC(=O)c1ccc(Nc2nn(C3CCCCC3C#N)cc2C(N)=O)cc1,"train_smiles_jak2_pic50_rf_[0, 4]_2.csv",CN1CCN(c2cccc(Nc3nc4c(OCc5ccccc5C#N)cccn4n3)c2)CC1,"train_smiles_jak2_pic50_rf_[0, 4]_3.csv",CC(C)CS(=O)(=O)N1CCCC(Nc2nc(N)ncc2-c2cnc3[nH]ccc3n2)C1,"train_smiles_jak2_pic50_rf_[0, 4]_4.csv"
Clc1cnc2nc1NCCc1cccc(c1)OCCCc1cccc(c1)N2,"train_smiles_jak2_pic50_rf_[0, 4]_0.csv",CCOC(=O)c1c[nH]c2ncnc(-c3cccc(F)c3)c12,"train_smiles_jak2_pic50_rf_[0, 4]_1.csv",N#CC1CC(OC(=O)NC2CCCCC2)CCC1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,"train_smiles_jak2_pic50_rf_[0, 4]_2.csv",N#CC1CC(NC2COC2)CCC1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cc2)n1,"train_smiles_jak2_pic50_rf_[0, 4]_3.csv",CN1CCC(c2ccc(Nc3nc4c(-c5ccc(S(C)(=O)=O)cc5)cccn4n3)cc2)CC1,"train_smiles_jak2_pic50_rf_[0, 4]_4.csv"
N#CC1CC(O)CCC1n1cc(C(N)=O)c(Nc2ccc(C3CC3)cc2)n1,"train_smiles_jak2_pic50_rf_[0, 4]_0.csv",[C-]#[N+]C1CC(OCC2CC2)CCC1n1cc(C(N)=O)c(Nc2ccnc(F)c2)n1,"train_smiles_jak2_pic50_rf_[0, 4]_1.csv",CC(NC(=O)c1c[nH]c2ncc(C3CC3)nc12)C(=O)N1CCCC1,"train_smiles_jak2_pic50_rf_[0, 4]_2.csv",CC(C)(CF)NC(=O)c1cnn2ccc(N3CCCC3c3cc(F)cnc3CO)nc12,"train_smiles_jak2_pic50_rf_[0, 4]_3.csv",COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)NC(=O)C(C)(C)O4)n2)cc(OC)c1OC,"train_smiles_jak2_pic50_rf_[0, 4]_4.csv"
CN(C)C(=O)N1CCc2ccc(Nc3nc4c(-c5cc(Cl)ccc5OCC(F)F)cccn4n3)cc2CC1,"train_smiles_jak2_pic50_rf_[0, 4]_0.csv",Cc1cnc(Nc2ccc(N3CCOCC3)cc2)nc1-c1cc2ccccc2o1,"train_smiles_jak2_pic50_rf_[0, 4]_1.csv",CC(C)(CO)NC1CCC(n2cc(C(N)=O)c(Nc3ccc(Cl)cc3)n2)C(C#N)C1,"train_smiles_jak2_pic50_rf_[0, 4]_2.csv",COc1ccc(C(F)(F)F)cc1-c1cccc2nc(Nc3ccc4c(c3)CCN(CC(=O)N(C)C)CC4)nn12,"train_smiles_jak2_pic50_rf_[0, 4]_3.csv",N#CCC(=O)N1CCC12CCCN(c1[nH]cnc3nccc1-3)C2,"train_smiles_jak2_pic50_rf_[0, 4]_4.csv"
O=c1[nH]c2cnc(-n3cnc4ccccc43)nc2n1C1CCOc2c(F)cccc21,"train_smiles_jak2_pic50_rf_[0, 4]_0.csv",CN1CCN(c2ccc(Nc3nc4cccc(-c5cccc(NS(C)(=O)=O)c5)n4n3)cc2)CC1,"train_smiles_jak2_pic50_rf_[0, 4]_1.csv",CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCC(CC#N)C2)CC1,"train_smiles_jak2_pic50_rf_[0, 4]_2.csv",NC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1cc(OC(F)(F)F)ccc1Cl,"train_smiles_jak2_pic50_rf_[0, 4]_3.csv",CN1Cc2ccc(Nc3nc4c(-c5ccc(S(C)(=O)=O)cc5)cccn4n3)cc2C1,"train_smiles_jak2_pic50_rf_[0, 4]_4.csv"
Clc1cnc2nc1NCc1cccc(c1)OCCc1cccc(c1)N2,"train_smiles_jak2_pic50_rf_[0, 4]_0.csv",CC(O)CN1CCN(c2ccc(Nc3ncc4ccc(-c5cccc(S(=O)(=O)NC(C)(C)C)c5)n4n3)cc2F)CC1,"train_smiles_jak2_pic50_rf_[0, 4]_1.csv",N#CC1CCCCC1n1cc(C(N)=O)c(Nc2ccc(C(O)C(F)F)nc2)n1,"train_smiles_jak2_pic50_rf_[0, 4]_2.csv",O=C(NO)c1cccc(NCCOc2ccc3cc2COCC=CCOCc2cccc(c2)-c2ccnc(n2)N3)c1,"train_smiles_jak2_pic50_rf_[0, 4]_3.csv",CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCC(C#N)CC2)CC1,"train_smiles_jak2_pic50_rf_[0, 4]_4.csv"
O=c1[nH]c2cnc(-n3cnc4ccc(F)cc43)nc2n1Cc1c(F)cccc1F,"train_smiles_jak2_pic50_rf_[0, 4]_0.csv",COc1ccccc1-c1ccc2cnc(Nc3ccc(C4CCN(CC(C)O)CC4)cc3)nn12,"train_smiles_jak2_pic50_rf_[0, 4]_1.csv",COC(=O)c1cncc(Nc2nn(C3CCCCC3C#N)cc2C(N)=O)c1,"train_smiles_jak2_pic50_rf_[0, 4]_2.csv",CN1CCN(c2ccc(Nc3nc4ccc(-c5ccc(S(C)(=O)=O)cc5)cn4n3)cc2)CC1,"train_smiles_jak2_pic50_rf_[0, 4]_3.csv",COc1ccc(-c2ccc3cnc(Nc4ccc(C5CCN(CC(C)O)CC5)cc4)nn23)cn1,"train_smiles_jak2_pic50_rf_[0, 4]_4.csv"
N#Cc1ccc(N2CCC(Nc3c(C(N)=O)cnc4[nH]ccc34)CC2)cc1,"train_smiles_jak2_pic50_rf_[0, 4]_0.csv",CC(C)Oc1ccc(C(F)(F)F)cc1-c1cccn2nc(Nc3ccc4c(c3)CCN(CC(=O)N(C)C)CC4)nc12,"train_smiles_jak2_pic50_rf_[0, 4]_1.csv",NCCCc1nc2cc(C(N)=O)ccc2n1CCN,"train_smiles_jak2_pic50_rf_[0, 4]_2.csv",N#CCC(=O)N1CCC(Nc2c(C(N)=O)cnc3[nH]ccc23)CC1,"train_smiles_jak2_pic50_rf_[0, 4]_3.csv",CN1CCN(c2ccc(Nc3nc4c(-c5cccc(CN(C)S(C)(=O)=O)c5)cccn4n3)cc2)CC1,"train_smiles_jak2_pic50_rf_[0, 4]_4.csv"
Cc1nc(C(C)(O)CO)sc1-c1cnc(N)c(OC(C)c2cc(F)ccc2-n2nccn2)c1,"train_smiles_jak2_pic50_rf_[0, 4]_0.csv",COc1ccc(C(F)(F)F)cc1Nc1cccn2nc(Nc3cccc(N4CCN(C)CC4)c3)nc12,"train_smiles_jak2_pic50_rf_[0, 4]_1.csv",c1cncc(CNc2cccn3nc(Nc4ccc(OCCN5CCCC5)cc4)nc23)c1,"train_smiles_jak2_pic50_rf_[0, 4]_2.csv",NC(=O)CN1CCC(c2ccc(Nc3ncc4ccc(-c5cccc6c5OC(F)(F)O6)n4n3)cc2)CC1,"train_smiles_jak2_pic50_rf_[0, 4]_3.csv",COCc1ccccc1-c1cccc2nc(Nc3ccc4c(c3)CCN(C(=O)OC(C)(C)C)CC4)nn12,"train_smiles_jak2_pic50_rf_[0, 4]_4.csv"
CN(C)C(=O)CN1CCC(c2ccc(Nc3nc4c(-c5ccc[nH]c5=O)cccn4n3)cc2)CC1,"train_smiles_jak2_pic50_rf_[0, 4]_0.csv",CC(=O)N1CCCC(Nc2nc(C)ccc2-c2cnc3[nH]cc(Cl)c3n2)C1,"train_smiles_jak2_pic50_rf_[0, 4]_1.csv",O=c1[nH]cccc1-c1cccn2nc(Nc3ccc4ncccc4c3)nc12,"train_smiles_jak2_pic50_rf_[0, 4]_2.csv",COc1ccc(Nc2nc3c(NC4CCN(S(C)(=O)=O)CC4)cccn3n2)cc1,"train_smiles_jak2_pic50_rf_[0, 4]_3.csv",COc1ccc(Nc2nc3c(NC4CCN(S(C)(=O)=O)CC4)cccn3n2)cc1,"train_smiles_jak2_pic50_rf_[0, 4]_4.csv"
Cc1ncc(S(=O)(=O)NC2CC(N(C)c3[nH]cnc4nccc3-4)C2)s1,"train_smiles_jak2_pic50_rf_[0, 4]_0.csv",N#CC1CCCCC1n1cc(C(N)=O)c(Nc2ccc(C3CC3)nc2)n1,"train_smiles_jak2_pic50_rf_[0, 4]_1.csv",CC(C)COc1ccccc1-c1cccn2nc(Nc3ccc4c(c3)CCNCC4)nc12,"train_smiles_jak2_pic50_rf_[0, 4]_2.csv",N#CC1CC(NCC(F)(F)F)CCC1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)C(F)(F)F)cc2)n1,"train_smiles_jak2_pic50_rf_[0, 4]_3.csv",COc1ccc(Nc2nc3cccc(-c4ccc(S(C)(=O)=O)cc4)n3n2)cc1,"train_smiles_jak2_pic50_rf_[0, 4]_4.csv"
N#CC1CCCCC1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)NCc3ccccc3Cl)cc2)n1,"train_smiles_jak2_pic50_rf_[0, 4]_0.csv",CC1(C)CN(C2CCC(n3cc(C(N)=O)c(Nc4ccc(C(O)C(F)(F)F)cc4)n3)C(C#N)C2)C1,"train_smiles_jak2_pic50_rf_[0, 4]_1.csv",Cc1cc(Nc2nc(NC(C)c3ccc(F)cn3)c(F)c(N3CCNCC3)n2)[nH]n1,"train_smiles_jak2_pic50_rf_[0, 4]_2.csv",CCC1(C(N)=O)CCN(S(=O)(=O)CC2CCC(N(C)c3[nH]cnc4nccc3-4)CC2)CC1,"train_smiles_jak2_pic50_rf_[0, 4]_3.csv",CN1CCN(C(=O)c2ccc3c(c2)[nH]c2c(C(N)=O)cc(-c4ccc(Cl)nc4)cc23)CC1,"train_smiles_jak2_pic50_rf_[0, 4]_4.csv"
CS(=O)(=O)c1ccc(-c2cccn3nc(Nc4cccc(C5CCNCC5O)c4)nc23)cc1,"train_smiles_jak2_pic50_rf_[0, 4]_0.csv",COc1cccc(-c2cccn3nc(Nc4ccc5c(c4)CNC5)nc23)c1,"train_smiles_jak2_pic50_rf_[0, 4]_1.csv",COc1ccc(-c2cc(C(N)=O)c3[nH]c4cc(C(=O)N5CCN(C)CC5)ccc4c3c2)cc1,"train_smiles_jak2_pic50_rf_[0, 4]_2.csv",CS(=O)(=O)c1ccc(Oc2cccn3nc(Nc4cnn(CCN5CCCC5)c4)nc23)cc1,"train_smiles_jak2_pic50_rf_[0, 4]_3.csv",N#CC1CC(N2CC3(CCC3)C2)CCC1n1cc(C(N)=O)c(Nc2ccnc(F)c2)n1,"train_smiles_jak2_pic50_rf_[0, 4]_4.csv"
N#CC1CC(OCC2CC2)CCC1n1cc(C(N)=O)c(Nc2ccc(C(O)C(F)(F)F)cc2)n1,"train_smiles_jak2_pic50_rf_[0, 4]_0.csv",N#CC1CCCCC1n1cc(C(N)=O)c(Nc2ccc(OC(F)(F)F)cc2)n1,"train_smiles_jak2_pic50_rf_[0, 4]_1.csv",N#CC1CCCCC1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)C(F)F)c(CO)c2)n1,"train_smiles_jak2_pic50_rf_[0, 4]_2.csv",COc1cc(N2CCN(CC(C)O)CC2)ccc1Nc1ncc2ccc(-c3ccccc3N(C)S(C)(=O)=O)n2n1,"train_smiles_jak2_pic50_rf_[0, 4]_3.csv",CSc1ncc(-c2cnc3[nH]ccc3n2)c(NC2CCCN(S(=O)(=O)CC(C)C)C2)n1,"train_smiles_jak2_pic50_rf_[0, 4]_4.csv"
O=C(CCc1nc2ccccc2c(=O)[nH]1)Nc1ncc(Cc2ccc(F)c(F)c2)s1,"train_smiles_jak2_pic50_rf_[0, 4]_0.csv",COCCC1(C(N)=O)CCN(S(=O)(=O)CC2CCC(N(C)c3[nH]cnc4nccc3-4)CC2)CC1,"train_smiles_jak2_pic50_rf_[0, 4]_1.csv",CC(O)(c1ccc(Nc2nn(C3CCCCC3C#N)cc2C(N)=O)cn1)C(F)(F)F,"train_smiles_jak2_pic50_rf_[0, 4]_2.csv",O=C(NO)c1ccc(NCCOc2ccc3cc2COCC=CCOCc2cccc(c2)-c2ccnc(n2)N3)cc1,"train_smiles_jak2_pic50_rf_[0, 4]_3.csv",CC(C)(c1ccc(Nc2nn(C3CCCCC3C#N)cc2C(N)=O)cc1F)C(O)C(F)(F)F,"train_smiles_jak2_pic50_rf_[0, 4]_4.csv"
N#CC1CCC(NCc2ccccc2)CC1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,"train_smiles_jak2_pic50_rf_[0, 4]_0.csv",COc1ccccc1-c1cccn2nc(Nc3ccccc3)nc12,"train_smiles_jak2_pic50_rf_[0, 4]_1.csv",Cc1ccc(NC(=O)c2cc(C(F)(F)F)ccn2)cc1N1CCc2nc(Nc3ccc(N4CCN(C)CC4)cc3)ncc2C1,"train_smiles_jak2_pic50_rf_[0, 4]_2.csv",COc1cc(C(F)(F)F)ccc1-c1cccc2nc(Nc3ccc4c(c3)CCNCC4)nn12,"train_smiles_jak2_pic50_rf_[0, 4]_3.csv",CC(C)(C)NS(=O)(=O)c1ccc(-c2cc3c(N)ncc(C(=O)NCCN4CCCCC4)c3s2)cc1,"train_smiles_jak2_pic50_rf_[0, 4]_4.csv"
Cc1ccc(NC(=O)c2cc(C(F)(F)F)ccn2)cc1N1CCc2nc(Nc3ccc(C(=O)N4CCN(C)CC4)cc3)ncc2C1,"train_smiles_jak2_pic50_rf_[0, 4]_0.csv",Cn1nc(C2CCCCC2)c2c3cc[nH]c3ncc21,"train_smiles_jak2_pic50_rf_[0, 4]_1.csv",O=C(Nc1cnc2[nH]ccc2n1)NC1CCCN(CC(F)(F)F)C1,"train_smiles_jak2_pic50_rf_[0, 4]_2.csv",CCOc1ccccc1-c1cccn2nc(Nc3ccc4c(c3)CCN(CC(=O)N(C)C)CC4)nc12,"train_smiles_jak2_pic50_rf_[0, 4]_3.csv",CN(c1[nH]cnc2nccc1-2)C1CC(NS(=O)(=O)N2CCC(c3ccn[nH]3)CC2)C1,"train_smiles_jak2_pic50_rf_[0, 4]_4.csv"
CC(Nc1cccn2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc12)c1ccccc1N(C)S(C)(=O)=O,"train_smiles_jak2_pic50_rf_[0, 4]_0.csv",N#CC1CCCCC1n1cc(C(N)=O)c(Nc2ccc(CN)cc2)n1,"train_smiles_jak2_pic50_rf_[0, 4]_1.csv",N#CC1CC(N2CC3(CCC3)C2)CCC1n1cc(C(N)=O)c(Nc2ccc(C(O)C(F)(F)F)cc2)n1,"train_smiles_jak2_pic50_rf_[0, 4]_2.csv",N#CC1CC(N2CCC(F)C2)CCC1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)C(F)(F)F)cc2)n1,"train_smiles_jak2_pic50_rf_[0, 4]_3.csv",CC(NC(=O)c1c[nH]c2ncc(Oc3ccccc3)nc12)C1CC1,"train_smiles_jak2_pic50_rf_[0, 4]_4.csv"
Cc1ccc(Cl)cc1-c1[nH]c(-c2ccnc(N)n2)cc1C(=O)NCC(C)C,"train_smiles_jak2_pic50_rf_[0, 4]_0.csv",CS(=O)(=O)N1CCC(n2c(=O)[nH]c3cnc4[nH]ccc4c32)CC1,"train_smiles_jak2_pic50_rf_[0, 4]_1.csv",COc1ccc(F)cc1-c1c[nH]c2ncnc(-c3ccccc3)c12,"train_smiles_jak2_pic50_rf_[0, 4]_2.csv",CC(=O)c1ccc(Nc2nn(C3CCCCC3C#N)cc2C(N)=O)cc1,"train_smiles_jak2_pic50_rf_[0, 4]_3.csv",CS(=O)(=O)N1CCc2oc(-c3nc(Nc4ccc(OCCN5CCCC5)cc4)ncc3F)cc2C1,"train_smiles_jak2_pic50_rf_[0, 4]_4.csv"
NC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1ccccc1Cl,"train_smiles_jak2_pic50_rf_[0, 4]_0.csv",CN(C1CCC(n2cc(C(N)=O)c(Nc3ccc(S(=O)(=O)C(F)(F)F)cc3)n2)C(C#N)C1)C(C1CC1)C1CC1,"train_smiles_jak2_pic50_rf_[0, 4]_1.csv",Cc1ccc(-n2cc(-c3cccn4nc(Nc5ccc(C6CCN(C(=O)OC(C)(C)C)CC6)cc5)nc34)cn2)cc1,"train_smiles_jak2_pic50_rf_[0, 4]_2.csv",N#Cc1ccc(Nc2nn(C3CCCCC3C#N)cc2C(N)=O)cc1,"train_smiles_jak2_pic50_rf_[0, 4]_3.csv",Cc1cccc(C)c1NS(=O)(=O)c1ccc(Nc2nn(C3CCCCC3C#N)cc2C(N)=O)cc1,"train_smiles_jak2_pic50_rf_[0, 4]_4.csv"
N#CC1CC(NC2COC2)CCC1n1cc(C(N)=O)c(Nc2ccc(CC(F)(F)F)cc2)n1,"train_smiles_jak2_pic50_rf_[0, 4]_0.csv",O=C(NO)C1CCN(CCOc2ccc3cc2COCC=CCOCc2cccc(c2)-c2ccnc(n2)N3)CC1,"train_smiles_jak2_pic50_rf_[0, 4]_1.csv",[C-]#[N+]C1CC(N2CCC2)CCC1n1cc(Nc2ccc(OC(F)F)nc2)c(C(N)=O)c1,"train_smiles_jak2_pic50_rf_[0, 4]_2.csv",Cc1ccc(Cl)cc1-c1[nH]c(-c2ccnc(Nc3ccc(N4CCN(C)CC4)cc3)n2)cc1C(N)=O,"train_smiles_jak2_pic50_rf_[0, 4]_3.csv",COc1cccc(-c2cccn3nc(Nc4ccc(C5CCNCC5)cc4)nc23)c1OC,"train_smiles_jak2_pic50_rf_[0, 4]_4.csv"
N#CC1CCCCC1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)Nc3ccncc3)cc2)n1,"train_smiles_jak2_pic50_rf_[0, 4]_0.csv",CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CC(c3ncccn3)C2)CC1,"train_smiles_jak2_pic50_rf_[0, 4]_1.csv",CN(c1[nH]cnc2nccc1-2)C1CCC(CS(=O)(=O)N2CCC(S(C)(=O)=O)C2)CC1,"train_smiles_jak2_pic50_rf_[0, 4]_2.csv",NC(=O)c1cc(-c2cc(CN3CCOCC3)co2)nc2c1[nH]c1cc(N3CCOCC3)ccc12,"train_smiles_jak2_pic50_rf_[0, 4]_3.csv",COc1cccc(-c2cc(C(N)=O)c3nc4cc[nH]cc-4c3c2)c1,"train_smiles_jak2_pic50_rf_[0, 4]_4.csv"
