SMILES,Difficulty,Node_ID
CCCCSC(=Nc1cccnc1)SCc1ccc(C(C)(C)C)cc1,2.845287103127616,36194
CCCCCCCCc1ccc(C2C(=O)c3ccccc3C2=O)cc1,2.8390890512764737,36424
CCCCCCCCCCC(C)(C)c1ccc(C2CCCC(O)C2)c(O)c1,2.818085963148868,38874
Cc1cc(Cl)c(C(C)C)c(Cl)c1Cl,2.816855479204928,40795
Clc1cc(-c2ccc(Cl)c(Cl)c2Cl)cc(Cl)c1Cl,2.8046016191667547,37021
NCc1cc(O)no1,2.7982230242780997,33717
CCC(C)OC(=O)C(C(=O)OC(C)CC)=C1SC=CS1,2.786663149338455,40262
CCCN(CC1CC1)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],2.7801929369808445,28451
CCCCCC[n+]1cc(C)cc(C)c1,2.775668023925077,37701
c1ccc2c(c1)Nc1ccccc1S2,2.7660000000000005,31671
O=c1[nH]cnc2n[nH]nc12,2.762785275175342,33688
Cc1c(Cl)cc(C(C)C)c(Cl)c1Cl,2.75324489159107,30270
CC1OC(OC2CC(O)C3(CO)C4C(O)CC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O,2.7527434200186316,32816
CCCCCc1cc(OC)c2c(c1)OC(C)(C)C1CC=C(C)CC21,2.748739683221694,33230
