reaction_smiles,sources,reactants,products,solvents,catalyst,stages
"['P(Cl)(Cl)(Cl)=O.[CH3:6][C:7]1[O:8][CH:9]=[CH:10][C:11]=1[CH3:12].[OH-].[Na+].CN([CH:18]=[O:19])C', 'O', '[CH3:12][C:11]1[CH:10]=[C:9]([CH:18]=[O:19])[O:8][C:7]=1[CH3:6] |f:2.3|']","['US20010020037A1', '4,5-Dimethyl-2-furaldehyde', '0084', 'According to the procedure of S. F. Martin, et al. J. Org. Chem. 1984, 49, 2512-2516, phosphorus oxychloride (10.7 mL, 114.4 mmol) was added dropwise to a stirred, ambient temperature solution of 2,3-dimethylfuran (10 g, 104 mmol) in DMF (150 mL) under a dry nitrogen atmosphere over a period of 30 min. After 3 h., the reaction mixture was hydrolized with 2.5 N aq. sodium hydroxide and further diluted with water (50 mL). Aqueous mixture was extracted with dichloromethane (2×300 mL). The combined dichloromethane extracts were washed with water, dried with brine and purified by silica gel flash chromatography (eluent: ethyl acetate) to provide a yellow oil (9.8 g, 76%); MS (ESI): [M+H]+, 125.1.']","[['chemical_names', 'identifiers', 'amounts', 'appearances'], ['chemical_names', 'identifiers', 'amounts', 'appearances'], ['chemical_names', 'identifiers', 'amounts', 'appearances'], ['chemical_names', 'identifiers', 'amounts', 'appearances']]","[['chemical_names', 'identifiers', 'amounts', 'appearances']]","[['chemical_names', 'identifiers', 'amounts', 'appearances']]",[],"['step 1:1984, 49, 2512-2516, phosphorus oxychloride (10.7 mL, 114.4 mmol) was added dropwise to a stirred, ambient temperature solution of 2,3-dimethylfuran (10 g, 104 mmol) in DMF (150 mL) under a dry nitrogen atmosphere over a period of 30 min', 'step 1 properties:Time:1800', 'step 1 properties:Temperature:room temperature', 'step 2:After 3 h.', 'step 2 properties:Time:10800', 'step 3:further diluted with water (50 mL)', 'step 4:Aqueous mixture was extracted with dichloromethane (2×300 mL)', 'step 5:The combined dichloromethane extracts were washed with water', 'step 6:dried with brine', 'step 7:purified by silica gel flash chromatography (eluent: ethyl acetate)', 'step 8:to provide a yellow oil (9.8 g, 76%)']"
"['C([Li])CCC.[CH:6]1[CH:7]=[CH:8][C:9]2[S:14][CH:13]=[CH:12][C:10]=2[CH:11]=1.[CH3:15][C:16]1[CH:17]=[C:18]([CH:22]=[O:23])[O:19][C:20]=1[CH3:21]', 'C1COCC1', '[S:14]1[C:13]([CH:22]([C:18]2[O:19][C:20]([CH3:21])=[C:16]([CH3:15])[CH:17]=2)[OH:23])=[CH:12][C:10]2[CH:11]=[CH:6][CH:7]=[CH:8][C:9]1=2']","['US20010020037A1', 'Benzo[b]thiophen-2-yl-(2,3-dimethyl-furan-5-yl)-methanol', '0085', 'n-Butyl lithium (2.5 N in hexanes, 32.2 mL, 80.5 mmol) was added to a stirred solution of thianaphthene (10.6 g, 78.9 mmol) in THF (290 mL) at −78° C. After 15 min., a solution of 4,5-dimethyl-2-furaldehyde (9.79 g, 78.9 mmol) in THF (10 mL) was added. After additional 1 hour, the reaction mixture was quenched with 10% aqueous ammonium chloride (150 mL) and further diluted with water (150 mL). Aqueous mixture was extracted with dichloromethane. The combined dichloromethane extracts were washed with water, dried with brine and anhydrous Na2SO4, and concentrated to provide the title compound as an yellow oil (20.84 g, 100%): NMR (DMSO-d6); δ 7.89 (d, J=8 Hz, 1H), 7.76 (d, J=8, Hz, 1H), 7.35-7.26 (m, 2H), 7.25 (s, 1H), 6.36 (s, 1H), 6.08 (s, 1H), 5.92 (s, 1H), 2.13 (s, 3H), 1.86 (s, 3H); MS (EI): [M+], 258.']","[['chemical_names', 'identifiers', 'amounts', 'appearances'], ['chemical_names', 'identifiers', 'amounts', 'appearances'], ['chemical_names', 'identifiers', 'amounts', 'appearances']]","[['chemical_names', 'identifiers', 'amounts', 'appearances']]","[['chemical_names', 'identifiers', 'amounts', 'appearances'], ['chemical_names', 'identifiers', 'amounts', 'appearances']]",[],"['step 1:n-Butyl lithium (2.5 N in hexanes, 32.2 mL, 80.5 mmol) was added to a stirred solution of thianaphthene (10.6 g, 78.9 mmol) in THF (290 mL) at −78° C', 'step 1 properties:Temperature:-78', 'step 2:After 15 min.', 'step 2 properties:Time:900', 'step 3:a solution of 4,5-dimethyl-2-furaldehyde (9.79 g, 78.9 mmol) in THF (10 mL) was added', 'step 4:After additional 1 hour', 'step 4 properties:Time:3600', 'step 5:the reaction mixture was quenched with 10% aqueous ammonium chloride (150 mL)', 'step 6:further diluted with water (150 mL)', 'step 7:Aqueous mixture was extracted with dichloromethane', 'step 8:The combined dichloromethane extracts were washed with water', 'step 9:dried with brine and anhydrous Na2SO4', 'step 10:concentrated', 'step 11:to provide the title compound as an yellow oil (20.84 g, 100%)']"
"['FC(F)(F)C(O)=O.[S:8]1[C:12]([CH:13]([C:15]2[O:19][C:18]([CH3:20])=[C:17]([CH3:21])[CH:16]=2)O)=[CH:11][C:10]2[CH:22]=[CH:23][CH:24]=[CH:25][C:9]1=2.[BH4-].[Na+]', 'C(=S)=S', '[S:8]1[C:12]([CH2:13][C:15]2[O:19][C:18]([CH3:20])=[C:17]([CH3:21])[CH:16]=2)=[CH:11][C:10]2[CH:22]=[CH:23][CH:24]=[CH:25][C:9]1=2 |f:2.3|']","['US20010020037A1', 'Benzo[b]thiophen-2-yl-(2,3-dimethyl-furan-5-yl)-methane', '0086', 'Trifluoroacetic acid (30 mL) was added dropwise to a rt, stirred suspension of benzo[b]thiophen-2-yl-(2,3-dimethyl-furan-5-yl)-methanol (9.56 g, 40.0 mmol) and sodium borohydride (7.0 g, 200 mL) in carbon disulfide (100 mL) under a try N2 atmosphere over a period of 30 min. After an additional 3 hours, the reaction mixture was carefully quenched and further diluted with aqueous ammonium chloride (250 mL). Aqueous mixture was extracted with ethyl ether (500 mL). The ethyl ether extract was washed with water and brine. Silica gel (100 mL) was added. Solvents were removed and the silica adsorbate was flash chromatographed (eluent 99:1 petroleum ether:ethyl acetate) to provide the title compound as an oil (3.75 g, 42%): NMR (CDCl3); δ 7.74 (d, J=8 Hz, 1H), 7.67 (d, J=8, Hz, 1H), 7.35-7.22 (m, 2H), 7.08 (d, J=1 Hz, 1H), 5.93 (s, 1H), 4.15 (s, 2H), 2.17 (s, 3H), 1.90 (s, 3H); MS (EI): [M+], 242.']","[['chemical_names', 'identifiers', 'amounts', 'appearances'], ['chemical_names', 'identifiers', 'amounts', 'appearances'], ['chemical_names', 'identifiers', 'amounts', 'appearances']]","[['chemical_names', 'identifiers', 'amounts', 'appearances']]","[['chemical_names', 'identifiers', 'amounts', 'appearances']]",[],"['step 1:Trifluoroacetic acid (30 mL) was added dropwise to a rt', 'step 1 properties:Temperature:room temperature', 'step 2:stirred', 'step 3:suspension of benzo[b]thiophen-2-yl-(2,3-dimethyl-furan-5-yl)-methanol (9.56 g, 40.0 mmol) and sodium borohydride (7.0 g, 200 mL) in carbon disulfide (100 mL) under a try N2 atmosphere over a period of 30 min', 'step 3 properties:Time:1800', 'step 4:After an additional 3 hours', 'step 4 properties:Time:10800', 'step 5:the reaction mixture was carefully quenched', 'step 6:further diluted with aqueous ammonium chloride (250 mL)', 'step 7:Aqueous mixture was extracted with ethyl ether (500 mL)', 'step 8:The ethyl ether extract', 'step 9:was washed with water and brine', 'step 10:Silica gel (100 mL) was added', 'step 11:Solvents were removed', 'step 12:chromatographed (eluent 99:1 petroleum ether:ethyl acetate)', 'step 13:to provide the title compound as an oil (3.75 g, 42%)']"
"['[Sn](Cl)(Cl)(Cl)Cl.[S:6]1[C:10]([CH2:11][C:12]2[O:16][C:15]([CH3:17])=[C:14]([CH3:18])[CH:13]=2)=[CH:9][C:8]2[CH:19]=[CH:20][CH:21]=[CH:22][C:7]1=2.[C:23](Cl)(=O)[C:24]1[CH:29]=[CH:28][C:27]([O:30][CH3:31])=[CH:26][CH:25]=1', 'C(=S)=S', '[CH3:31][O:30][C:27]1[CH:28]=[CH:29][C:24]([C:23]2[C:9]3[C:8]4[C:7](=[CH:22][CH:21]=[CH:20][CH:19]=4)[S:6][C:10]=3[CH:11]=[C:12]3[O:16][C:15]([CH3:17])=[C:14]([CH3:18])[C:13]=23)=[CH:25][CH:26]=1']","['US20010020037A1', '4-(2,3-dimethyl-1-oxa-9-thia-cyclopenta[b]fluoren-4-yl)-phenyl methyl ether', '0087', 'Tin tetrachloride (7.6 mL, 65.2 mmol) was added dropwise to a −78° C., stirred solution of benzo[b]thiophen-2-yl-(2,3-dimethyl-furan-5-yl)-methane (3.96 g, 16.3 mmol) and anisoyl chloride (3.07 g, 17.93 mL) in carbon disulfide (100 mL) under a try N2 atmosphere over a period of 30 min. After the addition completed, the solution was allowed to warm to 0° C. After 9 h. the reaction mixture was carefully quenched with and further diluted with water (350 mL). Aqueous mixture was extracted with ethyl ether. The ethyl ether extracts were washed with water, 10% aqueous sodium bicarbonate and water and dried with brine. Silica gel (90 mL) was added. Solvents were removed and the silica adsorbate was flash chromatographed (eluent 99:1 petroleum ether:ethyl acetate) to provide the title compound as a light yellow solid (1.1 g, 25%): NMR (CDCl3); δ 7.81 (s, 1H), 7.76 (d, J=8, Hz, 1H), 7.36-7.24 (m, 3H), 7.11-7.00 (m, 3H), 6.85 (d, J=8 Hz, 1H), 3.96 (s, 3H), 2.37 (s, 3H), 1.55 (s, 3H); MS (EI): [M+], 358.']","[['chemical_names', 'identifiers', 'amounts', 'appearances'], ['chemical_names', 'identifiers', 'amounts', 'appearances'], ['chemical_names', 'identifiers', 'amounts', 'appearances']]","[['chemical_names', 'identifiers', 'amounts', 'appearances']]","[['chemical_names', 'identifiers', 'amounts', 'appearances']]",[],"['step 1:Tin tetrachloride (7.6 mL, 65.2 mmol) was added dropwise to a −78° C.', 'step 1 properties:Temperature:-78', 'step 2:stirred solution of benzo[b]thiophen-2-yl-(2,3-dimethyl-furan-5-yl)-methane (3.96 g, 16.3 mmol) and anisoyl chloride (3.07 g, 17.93 mL) in carbon disulfide (100 mL) under a try N2 atmosphere over a period of 30 min', 'step 2 properties:Time:1800', 'step 3:After the addition', 'step 4:to warm to 0° C', 'step 4 properties:Temperature:0', 'step 5:After 9 h. the reaction mixture was carefully quenched with and', 'step 5 properties:Time:32400', 'step 6:further diluted with water (350 mL)', 'step 7:Aqueous mixture was extracted with ethyl ether', 'step 8:The ethyl ether extracts were washed with water, 10% aqueous sodium bicarbonate and water', 'step 9:dried with brine', 'step 10:Silica gel (90 mL) was added', 'step 11:Solvents were removed', 'step 12:chromatographed (eluent 99:1 petroleum ether:ethyl acetate)', 'step 13:to provide the title compound as a light yellow solid (1.1 g, 25%)']"
"['[OH:1][C@@H:2]([CH2:6][C:7]1[CH:12]=[CH:11][CH:10]=[CH:9][CH:8]=1)[C:3]([OH:5])=[O:4].O.[C:14]1(C)C=CC(S(O)(=O)=O)=CC=1.O', 'CO', '[OH:1][C@@H:2]([CH2:6][C:7]1[CH:12]=[CH:11][CH:10]=[CH:9][CH:8]=1)[C:3]([O:5][CH3:14])=[O:4] |f:1.2|']","['US20010020037A1', '(S)-2-Hydroxy-3-phenylpropionic acid, methyl ester', '0090', 'A solution of commercially available (S)-2-hydroxy-3-phenylpropionic acid (5.0 g, 30.1 mmol) and p-toluenesulfonic acid hydrate (1 g) in methanol (125 mL) was refluxed with removal of water using 3 A molecular sieves for 17 h. The solution was concentrated and dissolved in ether. The ether solution was washed with saturated sodium bicarbonate, brine and concentrated to provide the title compound as a white solid (5.32 g, 98%): NMR (CDCl3); δ 7.36-7.20 (m, 5H), 4.47 (ddd, J=5, 6, 7 Hz, 1H), 3.78 (s, 3H), 3.14 (dd, J=5, 14 Hz, 1H), 2.97 (dd, J=7, 14 Hz), 2.69 (d, J= 6 Hz, 1H).']","[['chemical_names', 'identifiers', 'amounts', 'appearances'], ['chemical_names', 'identifiers', 'amounts', 'appearances'], ['chemical_names', 'identifiers', 'amounts', 'appearances']]","[['chemical_names', 'identifiers', 'amounts', 'appearances']]","[['chemical_names', 'identifiers', 'amounts', 'appearances']]",[],"['step 1:A solution of commercially available (S)-2-hydroxy-3-phenylpropionic acid (5.0 g, 30.1 mmol) and p-toluenesulfonic acid hydrate (1 g) in methanol (125 mL) was refluxed with removal of water using 3 A molecular sieves for 17 h', 'step 1 properties:Time:61200', 'step 2:The solution was concentrated', 'step 3:dissolved in ether', 'step 4:The ether solution was washed with saturated sodium bicarbonate, brine', 'step 5:concentrated', 'step 6:to provide the title compound as a white solid (5.32 g, 98%)']"
"['[CH3:1][C:2]1[O:26][C:5]2=[CH:6][C:7]3[S:8][C:9]4[C:14]([C:15]=3[C:16]([C:17]3[CH:22]=[C:21]([I:23])[C:20]([OH:24])=[C:19]([I:25])[CH:18]=3)=[C:4]2[C:3]=1[CH3:27])=[CH:13][CH:12]=[CH:11][CH:10]=4.O[C@@H:29]([CH2:34][C:35]1[CH:40]=[CH:39][CH:38]=[CH:37][CH:36]=1)[C:30]([O:32]C)=[O:31]', '', '[CH3:1][C:2]1[O:26][C:5]2=[CH:6][C:7]3[S:8][C:9]4[C:14]([C:15]=3[C:16]([C:17]3[CH:18]=[C:19]([I:25])[C:20]([O:24][C@H:29]([CH2:34][C:35]5[CH:40]=[CH:39][CH:38]=[CH:37][CH:36]=5)[C:30]([OH:32])=[O:31])=[C:21]([I:23])[CH:22]=3)=[C:4]2[C:3]=1[CH3:27])=[CH:13][CH:12]=[CH:11][CH:10]=4']","['US20010020037A1', '(R)-2-[4-(2,3-Dimethyl-1-oxa-9-thia-cyclopenta[b]fluoren-4-yl)-2,6-diiodo-phenoxy] -3-phenyl-propionic acid', '0092', 'Prepared from 4-(2,3-dimethyl-1-oxa-9-thia-cyclopenta[b]fluoren-4-yl)-2,6-diiodo-phenol and (S)-2-hydroxy-3-phenylpropionic acid, methyl ester according to the procedure in Example 8 to provide the title compound as a white solid: mp 215-217: NMR (DMSO-d6): δ 8.17 (s, 1H), 7.94 (d, J=8 Hz, 1H), 7.85 (d, J=4 Hz, 2H), 7.39-7.30 (m, 5H), 7.22 (dd, J=7 Hz, 1H), 7.16 (dd, J=7, 1 Hz, 1H), 6.87 (d, J=8 Hz, 1H), 5.41 (s, 1H), 3.43 (dd, J=6, 1 Hz, 2H), 2.36 (s, 3H), 1.56 (s, 3H); MS (+FAB): [M+H]+, 745; Anal. Calc. for C31H22I2O4S: C, 50.02, H, 2.98, N, 0.00. Found: C, 47.59, H, 2.98, N, 0.13.']","[['chemical_names', 'identifiers', 'amounts', 'appearances'], ['chemical_names', 'identifiers', 'amounts', 'appearances']]","[['chemical_names', 'identifiers', 'amounts', 'appearances']]",[],[],"['step 1:Prepared from 4-(2,3-dimethyl-1-oxa-9-thia-cyclopenta[b]fluoren-4-yl)-2,6-diiodo-phenol and (S)-2-hydroxy-3-phenylpropionic acid, methyl ester according to the procedure in Example 8', 'step 2:to provide the title compound as a white solid']"
"['[CH3:1][C:2](OC(C)=O)=[O:3].CCCCCC.CCOC(C)=O.[CH3:20][CH:21]([C:23]([C@@:25]12[C@@:35]([CH2:37][CH2:38][CH:39]=[C:40]([CH3:42])[CH3:41])([CH3:36])[C@@H:34]([CH2:43][CH:44]=[C:45]([CH3:47])[CH3:46])[CH2:33][C@@:30]([CH2:48][CH:49]=[C:50]([CH3:52])[CH3:51])([C:31]1=[O:32])[C:29]([OH:53])=[C:28]([CH2:54][CH:55]=[C:56]([CH3:58])[CH3:57])[C:26]2=[O:27])=[O:24])[CH3:22].C([O-])(=O)C', 'O', '[CH3:22][CH:21]([C:23]([C@:25]12[C@@:35]([CH2:37][CH2:38][CH:39]=[C:40]([CH3:41])[CH3:42])([CH3:36])[C@@H:34]([CH2:43][CH:44]=[C:45]([CH3:46])[CH3:47])[CH2:33][C@@:30]([CH2:48][CH:49]=[C:50]([CH3:52])[CH3:51])([C:31]1=[O:32])[C:29]([O:53][C:2]([CH3:1])=[O:3])=[C:28]([CH2:54][CH:55]=[C:56]([CH3:58])[CH3:57])[C:26]2=[O:27])=[O:24])[CH3:20] |f:1.2|']","['US20010020040A1', '0041', 'A solution of 12 g of the plant extract obtained in Example 1 in 48 mL of pyridine was added to 9.8 mL of Ac2O and stirred at room temperature. The reaction was monitored by thin layer chromatography (TLC) (hexane-EtOAc 95:5; hyperforin Rf: 0.24; acetate Rf: 0.49). After 24 hours, the reaction mixture was diluted with water and extracted with a 3:1 hexane-ether mixture. The organic phase was washed with dilute HCl, saturated NaHCO3, and saline solution. After drying (Na2SO4) and evaporation, the residue was purified by chromatography on a silica gel column (ca 30 g), eluted first with petroleum ether to remove fats, then using hexane-EtOAc 95:5 as soon as the title compound started to elute. Hyperforin acetate (3.34 g, 0.28%) was obtained as a colorless paste with the following properties:']","[['chemical_names', 'identifiers', 'amounts', 'appearances'], ['chemical_names', 'identifiers', 'amounts', 'appearances'], ['chemical_names', 'identifiers', 'amounts', 'appearances'], ['chemical_names', 'identifiers', 'amounts', 'appearances']]","[['chemical_names', 'identifiers', 'amounts', 'appearances']]","[['chemical_names', 'identifiers', 'amounts', 'appearances']]",[],"['step 1:A solution of 12 g of the plant extract', 'step 2:obtained in Example 1 in 48 mL of pyridine', 'step 3:was added to 9.8 mL of Ac2O', 'step 4:stirred at room temperature', 'step 4 properties:Temperature:room temperature', 'step 5:After 24 hours', 'step 5 properties:Time:86400', 'step 6:the reaction mixture was diluted with water', 'step 7:extracted with a 3:1 hexane-ether mixture', 'step 8:The organic phase was washed with dilute HCl, saturated NaHCO3, and saline solution', 'step 9:After drying', 'step 10:(Na2SO4) and evaporation', 'step 11:the residue was purified by chromatography on a silica gel column (ca 30 g)', 'step 12:eluted first with petroleum ether', 'step 13:to remove fats', 'step 14:to elute', 'step 15:Hyperforin acetate (3.34 g, 0.28%) was obtained as a colorless paste with the following properties']"
"['[CH3:1][CH2:2][O:3][C:4]([CH:6](P(OCC)(OCC)=O)[CH3:7])=[O:5].C([Li])CCC.[F:21][C:22]1[CH:23]=[C:24]([CH:27]=[C:28]([F:30])[CH:29]=1)[CH:25]=O.O', 'CCCCCC', '[F:21][C:22]1[CH:23]=[C:24](/[CH:25]=[C:6](\\[CH3:7])/[C:4]([O:3][CH2:2][CH3:1])=[O:5])[CH:27]=[C:28]([F:30])[CH:29]=1']","['US20010020042A1', '0082', '5 a) 1 eq. of triethyl 2-phosphonopropionate was deprotonated at 0° C. with 1 eq. of n-butyllithium in hexane and then treated at RT with 1 eq. of 3,5-difluorobenzaldehyde. After the aldehyde had completely reacted, the mixture was worked up with water and extracted three times by shaking with toluene. After the combined organic phases had been dried over magnesium sulfate, the solvent was removed under vacuum and the residual crude product was separated by chromatography on silica gel using EE/HEP mixtures as the eluent. Ethyl E-3-(3,5-difluorophenyl)-2-methylacrylate was isolated.']","[['chemical_names', 'identifiers', 'amounts', 'appearances'], ['chemical_names', 'identifiers', 'amounts', 'appearances'], ['chemical_names', 'identifiers', 'amounts', 'appearances'], ['chemical_names', 'identifiers', 'amounts', 'appearances'], ['chemical_names', 'identifiers', 'amounts', 'appearances']]","[['chemical_names', 'identifiers', 'amounts', 'appearances']]","[['chemical_names', 'identifiers', 'amounts', 'appearances']]",[],"['step 1:was deprotonated at 0° C. with 1 eq. of n-butyllithium in hexane', 'step 1 properties:Temperature:0', 'step 2:treated at RT with 1 eq. of 3,5-difluorobenzaldehyde', 'step 2 properties:Temperature:room temperature', 'step 3:After the aldehyde had completely reacted', 'step 4:extracted three times', 'step 5:by shaking with toluene', 'step 6:After the combined organic phases had been dried over magnesium sulfate', 'step 7:the solvent was removed under vacuum', 'step 8:the residual crude product was separated by chromatography on silica gel using EE/HEP', 'step 9:Ethyl E-3-(3,5-difluorophenyl)-2-methylacrylate was isolated']"
"['C([Al](CC)CC)C.[CH2:8]=[CH:9][CH2:10]CCCCCC=C.C=CC.[CH3:21][C:22]1C2COC(=O)C=2C(O[C@@H]2O[C@H](C(O)=O)[C@@H](O)[C@H](O)[C@H]2O)=[C:24]([CH2:45]/[CH:46]=[C:47](/[CH2:49][CH2:50][C:51](O)=O)\\C)[C:23]=1OC', 'CO.CCCCCC', '[CH2:8]=[CH:9][CH3:10].[CH2:21]=[CH:22][CH2:23][CH2:24][CH2:45][CH2:46][CH2:47][CH2:49][CH:50]=[CH2:51] |f:6.7|']","['US20010020045A1', '0102', 'An autoclave reactor having a volume content of 50 liters which was sufficiently substituted with nitrogen was charged in order with 20 liters of n-hexane, 12.5 mmol of triethylaluminum and 82 mmol of 1,9-decadiene and stirred for 5 minutes. Then, 3.3 g of the pre-activated metallocene supported catalyst prepared above was added, and a temperature of the reactor was elevated to 60° C. Propylene was fed so that a pressure of the reactor became a fixed pressure of 1 MPaG and reacted for 2 hours. After finishing the reaction time, 500 ml of methanol was added to terminate the reaction, and unreacted propylene was removed, followed by filtering the hexane slurry, whereby a powder of a propylene/1,9-decadiene copolymer was obtained. The powder thus obtained was dried at 60° C. for 8 hours to obtain 7 kg of the propylene/1,9-decadiene copolymer. Results of analysis thereof showed that a content of 1,9-decadiene in the copolymer was 0.03% by weight. The resulting propylene/1,9-decadiene copolymer had an MFR of 2.8 g/10 minutes. The same copolymer was produced three times to obtain total 21 kg of the propylene/1,9-decadiene copolymer, and a blend thereof was used to produce the following foamed matters.']","[['chemical_names', 'identifiers', 'amounts', 'appearances'], ['chemical_names', 'identifiers', 'amounts', 'appearances'], ['chemical_names', 'identifiers', 'amounts', 'appearances'], ['chemical_names', 'identifiers', 'amounts', 'appearances'], ['chemical_names', 'identifiers', 'amounts', 'appearances']]","[['chemical_names', 'identifiers', 'amounts', 'appearances']]","[['chemical_names', 'identifiers', 'amounts', 'appearances'], ['chemical_names', 'identifiers', 'amounts', 'appearances']]",[],"['step 1:An autoclave reactor having', 'step 2:was charged in order with 20 liters of n-hexane, 12.5 mmol of triethylaluminum and 82 mmol of 1,9-decadiene', 'step 3:stirred for 5 minutes', 'step 3 properties:Time:300', 'step 4:Then, 3.3 g of the pre-activated metallocene supported catalyst prepared', 'step 5:above was added', 'step 6:was elevated to 60° C', 'step 6 properties:Temperature:60', 'step 7:reacted for 2 hours', 'step 7 properties:Time:7200', 'step 8:was added', 'step 9:to terminate', 'step 10:the reaction, and unreacted propylene', 'step 11:was removed', 'step 12:by filtering the hexane slurry, whereby a powder of a propylene/1,9-decadiene copolymer', 'step 13:was obtained', 'step 14:The powder thus obtained', 'step 15:was dried at 60° C. for 8 hours', 'step 15 properties:Time:28800', 'step 15 properties:Temperature:60', 'step 16:to obtain 7 kg of the propylene/1,9-decadiene copolymer']"
"['[NH:1]([C:23]([O:25][C:26]([CH3:29])([CH3:28])[CH3:27])=[O:24])[C@H:2]([C:20](O)=[O:21])[CH2:3][CH2:4][CH2:5][NH:6][C:7](=[NH:19])[NH:8][S:9]([C:12]1[CH:18]=[CH:17][C:15]([CH3:16])=[CH:14][CH:13]=1)(=[O:11])=[O:10].[CH3:30]CN(C(C)C)C(C)C.F[P-](F)(F)(F)(F)F.[N:46]1([O:55][P+](N(C)C)(N(C)C)N(C)C)[C:50]2C=CC=CC=2N=N1', 'CN(C=O)C', '[NH:1]([C:23]([O:25][C:26]([CH3:29])([CH3:27])[CH3:28])=[O:24])[C@H:2]([C:20]([N:46]([O:55][CH3:30])[CH3:50])=[O:21])[CH2:3][CH2:4][CH2:5][NH:6][C:7](=[NH:19])[NH:8][S:9]([C:12]1[CH:18]=[CH:17][C:15]([CH3:16])=[CH:14][CH:13]=1)(=[O:10])=[O:11] |f:2.3|']","['US20010020033A1', '0202', 'To a suspension of Boc-Arg(Tos)-OH (2 g, 4.7 mmol) in DMF (20 mL) at 0° C. is added MeNHOMeHCl (1 g, 10.3 mmol), DIEA (6 mL) and BOP (2.5 g, 5.6 mmol). The solution is stirred at 0° C. for 10 hours. DMF is evaporated by vacuum. The oily residue is dissolved in EtOAc (200 mL) and water (20 mL). The organic layer is washed with sat. NaHCO3, water (20 mL), 1 M HCl (10 mL) and sat. NaCl (2×20 mL). The organic layer is dried over MgSO4, filtered and evaporated to give a suspension. The suspension is filtered, washed with cold EtOAc (10 mL) and dried to give Boc-Arg(Tos)-N(Me)OMe, shown above, (1.5 g, 70% yield). FAB-MS (M+H)+=472']","[['chemical_names', 'identifiers', 'amounts', 'appearances'], ['chemical_names', 'identifiers', 'amounts', 'appearances'], ['chemical_names', 'identifiers', 'amounts', 'appearances']]","[['chemical_names', 'identifiers', 'amounts', 'appearances']]","[['chemical_names', 'identifiers', 'amounts', 'appearances']]",[],"['step 1:To a suspension of Boc-Arg(Tos)-OH (2 g, 4.7 mmol) in DMF (20 mL) at 0° C.', 'step 1 properties:Temperature:0', 'step 2:is added MeNHOMeHCl (1 g, 10.3 mmol), DIEA (6 mL) and BOP (2.5 g, 5.6 mmol)', 'step 3:The solution is stirred at 0° C. for 10 hours', 'step 3 properties:Time:36000', 'step 3 properties:Temperature:0', 'step 4:DMF is evaporated by vacuum', 'step 5:The oily residue is dissolved in EtOAc (200 mL)', 'step 6:The organic layer is washed with sat. NaHCO3, water (20 mL), 1 M HCl (10 mL) and sat. NaCl (2×20 mL)', 'step 7:The organic layer is dried over MgSO4', 'step 8:filtered', 'step 9:evaporated', 'step 10:to give a suspension', 'step 11:The suspension is filtered', 'step 12:washed with cold EtOAc (10 mL)', 'step 13:dried', 'step 14:to give Boc-Arg(Tos)-N(Me)OMe']"
